,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Stephen Curry,PG,GS,69,33.8,8.58,-0.97,7.60,15.69,9c7a1a07-4978-474c-b472-3cb227f9e4cf,24.0
1,LeBron James,SF,LAL,55,35.2,6.33,0.45,6.78,11.71,bedcfe40-c385-484d-85bc-e13eb14254ca,20.02
2,James Harden,SG,HOU,78,36.8,5.75,0.93,6.68,16.10,5a4ef6ab-300d-469b-b1b5-a2aa94d3df73,24.41
3,Giannis Antetokounmpo,PF,MIL,72,32.8,4.67,1.44,6.12,12.87,0a5638ef-6f1d-4b38-aafe-5364e228598f,21.18
4,Kyle Lowry,PG,TOR,65,34.0,5.79,0.09,5.88,11.89,09855ef9-5497-4128-8dc1-db0500f2491e,20.2
5,Paul George,F,OKC,77,36.9,4.37,1.43,5.80,15.02,b39db48f-c114-4524-993d-2be28eda83a9,23.33
6,Kyrie Irving,PG,BOS,67,33.0,5.21,-0.25,4.96,10.19,6d2b90d8-a081-461e-bb70-05ec06577d87,18.5
7,Jrue Holiday,PG,NO,67,35.9,3.81,0.91,4.72,10.74,25889713-b28a-4be8-9660-3ac5ac97e716,19.05
8,Aaron Holiday,G,IND,50,12.9,1.62,2.37,3.99,2.33,f2ad5eda-5db4-44b4-a799-911b10c56407,10.64
9,Pascal Siakam,PF,TOR,80,31.9,1.29,2.46,3.75,9.44,48a83890-c736-4849-a378-dad562f054d2,17.75
10,Eric Bledsoe,SG,MIL,78,29.1,3.38,0.32,3.70,8.36,b2828eae-b187-41af-a5a3-bd57bd65e462,16.669999999999998
11,Russell Westbrook,PG,OKC,73,36.0,5.68,-2.00,3.68,9.86,1dc36313-c835-4a5d-b3f4-2cc5ba66d82e,18.169999999999998
12,Louis Williams,SG,LAC,75,26.6,3.58,0.05,3.63,6.54,,14.85
13,Nikola Jokic,C,DEN,80,31.3,4.03,-0.44,3.58,8.74,a9e4aaeb-2163-459f-ad70-10bed0cbef61,17.05
14,Damian Lillard,PG,POR,80,35.5,3.52,-0.02,3.50,9.76,78f04da4-220a-4294-9fd6-b4243df8f5b7,18.07
15,Bradley Beal,SG,WSH,82,36.9,4.32,-0.83,3.49,10.78,23b2b486-c651-404a-9eba-640ab1594a83,19.09
16,Mike Conley,PG,MEM,70,33.5,1.84,1.54,3.38,7.64,ebc02828-465d-4985-90df-4facae97337a,15.95
17,De'Aaron Fox,PG,SAC,81,31.4,4.24,-0.91,3.34,8.92,3597c816-649c-48ba-af53-e133b3e4af26,17.23
18,Kevin Love,PF,CLE,22,27.2,2.82,0.27,3.08,1.87,2b2bcfdb-1fd0-4251-8a58-1c9bc6c4e887,10.18
19,Anthony Davis,PF,NO,56,33.0,3.11,-0.15,2.96,5.87,9ea8ac65-27b8-4853-a067-93d8f0356f5c,14.18
20,Rudy Gobert,C,UTAH,81,31.8,0.06,2.74,2.80,7.70,8acbad0f-aa60-41d7-bc2f-1e9e011d8993,16.009999999999998
21,Kemba Walker,PG,CHA,82,34.9,2.43,0.37,2.79,8.33,a127a7cd-af4b-435f-a90a-1b176e187d5b,16.64
22,Kevin Durant,PF,GS,78,34.6,4.14,-1.64,2.50,7.45,5dde60a0-ddd0-444a-a30d-af49c13df613,15.76
23,Chris Paul,PG,HOU,58,32.0,1.33,1.16,2.49,4.97,40b1fb2d-fa62-4821-ad86-82eb61726f8c,13.28
24,Brad Wanamaker,PG,BOS,36,9.5,0.97,1.51,2.48,0.83,30cd5035-6e50-4dba-8051-69c2129418ae,9.139999999999999
25,JJ Redick,SG,PHI,76,31.3,2.44,0.00,2.44,6.48,ecfa5a5a-254d-42bd-9b29-2ee0ed1513e7,14.79
26,Victor Oladipo,SG,IND,36,31.9,2.18,0.26,2.44,3.06,629ff9c4-4f2b-4817-88be-d9cbc4df9b6f,11.37
27,Marc Gasol,C,MEM/TOR,79,30.8,-0.21,2.63,2.42,6.24,a6f2bdf8-dbe1-46e9-a94a-c2a2d7580b3b,14.55
28,D'Angelo Russell,PG,BKN,81,30.2,4.62,-2.20,2.42,6.90,731d08a8-05b2-44df-82b4-d2cc24f5fd0d,15.21
29,Jose Juan Barea,G,DAL,38,19.8,2.76,-0.36,2.40,2.01,,10.32
30,Klay Thompson,SG,GS,78,34.0,2.07,0.33,2.39,7.07,8b3293db-f894-424e-98df-3fefff3c890f,15.379999999999999
31,Buddy Hield,SG,SAC,82,31.9,3.74,-1.38,2.36,7.20,29f14249-9d69-47ff-abd1-fa8a1917d8f3,15.51
32,Al Horford,C,BOS,68,29.0,1.05,1.29,2.34,5.18,b21d8144-e255-442a-8c3f-2737727f9f38,13.489999999999998
33,Monte Morris,PG,DEN,82,24.0,-0.27,2.41,2.14,4.52,4038ddfc-8480-4e18-bee2-fd598623034c,12.829999999999998
34,Montrezl Harrell,C,LAC,82,26.3,0.34,1.69,2.03,4.83,136608da-2dcf-451f-b445-8653050339ca,13.14
35,Gary Harris,SG,DEN,57,28.8,-0.53,2.54,2.01,3.83,d3c72bb8-edb5-4d16-85dc-3b507844f36b,12.14
36,Joe Ingles,SG,UTAH,82,31.3,0.88,1.12,2.00,6.03,f65797f8-e4fc-4ac3-af04-954accb5bbf8,14.34
37,Karl-Anthony Towns,C,MIN,77,33.1,1.66,0.32,1.98,5.98,06f4fe8d-077b-4b79-9bc9-8e53408974d7,14.29
38,Nikola Vucevic,C,ORL,80,31.4,0.81,1.11,1.92,5.80,4b1b1aaa-bdaf-452a-9c1e-c3608e33dfb0,14.11
39,RJ Hunter,G,BOS,1,26.0,0.39,1.50,1.89,0.06,2d4cd523-54dc-4fb3-8f25-a925f814baf9,8.37
41,Blake Griffin,PF,DET,75,35.0,1.35,0.49,1.85,5.85,edd4e1e6-bc07-48a0-92f1-b2de2297789a,14.16
42,Jaylen Brown,SG,BOS,74,25.9,0.20,1.60,1.80,4.13,4f0761b5-23e8-4d93-8c99-309890de051c,12.44
43,Joel Embiid,C,PHI,64,33.7,1.90,-0.10,1.80,5.05,395642df-8c55-4112-b850-4be318896e9e,13.36
44,Ben McLemore,SG,SAC,19,8.3,0.49,1.30,1.79,0.36,c65f73ca-4600-4beb-b523-19a269ae53ad,8.67
45,Jodie Meeks,G,TOR,8,13.0,0.78,1.00,1.78,0.21,92738cfa-1233-437e-9024-9956e188a027,8.52
46,Kawhi Leonard,SF,TOR,60,34.0,1.64,0.13,1.77,4.52,bb8bd3e8-4f7b-4762-b826-6ec2afcb7028,12.829999999999998
47,Bojan Bogdanovic,SF,IND,81,31.8,1.13,0.63,1.76,5.59,edd98e1a-c4f2-4d91-ac8a-e49b1ec6e85c,13.899999999999999
48,CJ McCollum,SG,POR,70,33.9,1.20,0.53,1.73,5.15,9e19f4e1-dc7d-4a21-9b38-b41455d64686,13.46
49,Raul Neto,PG,UTAH,37,12.8,0.04,1.67,1.71,0.96,edea3f20-a861-40a3-89ec-be5cbe9b7455,9.27
50,Danny Green,F,TOR,80,27.7,1.22,0.47,1.69,4.87,bd88d7f7-4a74-408f-820c-ea299f764b71,13.18
51,Jusuf Nurkic,C,POR,72,27.4,0.39,1.24,1.63,4.21,00d3b572-be8e-49b0-975d-2926c9eba058,12.52
52,Myles Turner,C,IND,74,28.6,-1.11,2.72,1.61,4.39,edec894a-4c96-48d4-9a99-888426ba9fa1,12.7
53,Derrick Rose,PG,MIN,51,27.3,2.03,-0.46,1.57,2.77,4838e8d6-bfe6-4461-9731-4a194563e628,11.08
54,Josh Richardson,SG,MIA,73,34.8,-0.62,2.17,1.55,5.08,c6009526-2589-40f2-8a6a-47418c873228,13.39
55,John Wall,PG,WSH,32,34.5,2.69,-1.16,1.53,2.32,068c66d2-3a05-48a8-93f3-b45e53b5f410,10.629999999999999
56,Khris Middleton,SF,MIL,77,31.1,2.48,-0.96,1.52,5.02,982a6f07-c5fd-4eab-b8d8-4b4c908ed392,13.329999999999998
57,Marcus Smart,PG,BOS,80,27.5,0.55,0.95,1.50,4.48,9abbdd9a-0a8f-4962-a28d-5eaebbfd0557,12.79
58,Josh Hart,SG,LAL,67,25.6,-0.70,2.18,1.48,3.48,3f838f92-c17f-4fe9-9cd8-10bf9a1fa016,11.79
59,Eric Gordon,SG,HOU,68,31.7,1.80,-0.36,1.45,4.18,fee0cbdd-724d-46c7-9f77-ba9c21057ad0,12.489999999999998
60,Robert Covington,PF,PHI/MIN,35,34.4,-0.07,1.50,1.43,2.40,ae2da12d-91f2-4646-8606-6a5a720c31b2,10.709999999999999
61,Spencer Dinwiddie,PG,BKN,68,28.1,1.00,0.42,1.42,3.54,4ec7d53b-390f-4f2e-a161-d88f044bbc2d,11.85
62,Nikola Mirotic,F,NO/MIL,46,27.1,2.53,-1.11,1.42,2.55,9e0fbf8b-aa37-4ee2-8b29-55b3db9c0228,10.86
63,Kyle Kuzma,SF,LAL,70,33.1,1.80,-0.40,1.41,4.64,b70987da-381a-4f4d-8f30-54f26244c49f,12.95
64,Malcolm Brogdon,PG,MIL,64,28.6,1.45,-0.05,1.40,3.61,19e53d45-4a3d-4159-8d20-6d2a3f31f57c,11.92
65,Davis Bertans,SF,SA,76,21.5,1.09,0.30,1.39,3.09,53f955a9-d64d-45e4-a5ce-9b491df75129,11.399999999999999
66,Andre Iguodala,F,GS,68,23.2,-1.08,2.46,1.39,2.88,bd56f727-1302-42ae-b243-bf6722378b35,11.19
67,Terrence Ross,G,ORL,81,26.5,-0.02,1.37,1.35,3.68,09c88e8f-fc07-4097-b929-885f3e6a952e,11.99
68,Draymond Green,PF,GS,66,31.3,0.79,0.56,1.35,4.01,c11cfa25-fa01-4b4b-8338-40cee9f624df,12.32
69,Clint Capela,C,HOU,67,33.6,-0.04,1.38,1.33,4.18,e1f14035-2120-4278-8d5f-1dc96e50ded4,12.489999999999998
70,Luke Kornet,C,NY,46,17.0,-0.79,2.06,1.27,1.44,a7b4b9a5-555b-4360-b7d9-bd7808aa6ec9,9.75
71,Luol Deng,F,MIN,22,17.8,-0.22,1.48,1.26,0.69,8fc3eccc-a295-4ff3-84aa-59e2f2695930,9.0
72,Jimmy Butler,SF,MIN/PHI,65,33.6,-0.05,1.31,1.26,4.12,5cbc01e2-a4cf-428d-9696-0be12d360f30,12.43
73,Frank Kaminsky,PF,CHA,47,16.1,0.07,1.18,1.25,1.30,9fbbe6a5-bd18-402f-bcfb-817bc1640de8,9.61
74,Devin Booker,SG,PHX,64,35.0,4.12,-2.87,1.25,4.14,a43ff5e7-6201-4ea9-898e-89ebf2f2dbb5,12.45
75,Patrick Beverley,PG,LAC,78,27.4,0.20,1.00,1.20,3.80,8ac11084-3f75-4f6a-ab65-12b7bcc95cc6,12.11
76,Wayne Ellington,SG,MIA/DET,53,24.5,0.78,0.35,1.14,2.24,6f7f81f9-6dea-4e90-a93d-f92089f0b816,10.55
77,Ben Simmons,PG,PHI,79,34.2,2.10,-0.99,1.12,4.88,4b1b4553-967e-437e-b7ed-8d781973ff59,13.19
78,Luka Doncic,PG,DAL,72,32.2,1.87,-0.77,1.10,3.95,c7c0013f-a40b-472f-bb51-b4665cc288f4,12.26
79,Ryan Broekhoff,G,DAL,42,10.8,-0.88,1.94,1.07,0.65,b363eb64-1dc8-4411-b100-806b3784d680,8.96
80,Goran Dragic,PG,MIA,36,27.5,1.91,-0.86,1.05,1.68,dc0edf7c-2ffc-499d-887c-f5177f69cad7,9.99
82,Jayson Tatum,SF,BOS,79,31.1,-0.21,1.26,1.05,4.13,781822eb-eaba-4292-a247-34b65bec6c08,12.44
83,Domantas Sabonis,PF,IND,74,24.8,-0.41,1.43,1.02,2.91,f0fdae0c-bd60-43f2-9722-fc618d8a892b,11.219999999999999
84,Shabazz Napier,G,BKN,56,17.6,0.04,0.98,1.02,1.46,56f93a9a-c2a2-4612-9fd2-d6a9604139c2,9.77
85,Brook Lopez,C,MIL,81,28.7,0.78,0.21,0.98,3.97,98b82862-6adb-4446-8471-e75ce9bd3293,12.28
86,Bam Adebayo,C,MIA,82,23.3,-1.58,2.55,0.98,2.94,a0b335f7-8a52-4164-91c5-0090952103a4,11.25
87,Fred VanVleet,SG,TOR,64,27.5,0.09,0.87,0.95,2.73,6d77ad54-bd07-4538-bfbc-e4a413a95b71,11.04
88,DJ Augustin,G,ORL,81,28.0,0.98,-0.04,0.94,3.60,,11.91
89,Alex Caruso,SG,LAL,25,21.2,-0.86,1.79,0.93,0.78,2a41a41a-8b58-41cd-8f2b-5a97e1a824b7,9.09
90,Richaun Holmes,F,PHX,70,16.9,-1.40,2.33,0.93,1.81,dc4b3dc0-281e-4c2d-afb5-738db4153e37,10.12
91,Vince Carter,G,ATL,76,17.5,-0.11,1.02,0.91,2.09,96046c84-d179-44f1-976e-f81afa46108f,10.399999999999999
92,Jamal Murray,PG,DEN,75,32.6,0.27,0.60,0.87,3.70,3404fc0c-3279-4ca3-949b-fcc6ffd7fd9f,12.01
93,Justise Winslow,PF,MIA,66,29.7,-0.83,1.70,0.87,2.97,45fac82e-bc33-42f0-b47b-09a7e4e5dc7e,11.28
94,Malcolm Miller,F,TOR,10,6.7,-0.88,1.75,0.86,0.08,2d114665-35de-40d7-9882-b161b2913482,8.39
95,Royce O'Neale,PF,UTAH,82,20.4,-1.50,2.35,0.86,2.48,fb22e82b-f677-4a53-a850-0a2f0c27b1dc,10.79
96,Yogi Ferrell,PG,SAC,71,15.0,0.23,0.62,0.85,1.62,dc3dd951-8480-4fbc-abb3-edeb1605a028,9.93
97,Jae Crowder,PF,UTAH,80,27.1,0.18,0.67,0.85,3.23,72819411-d2a6-4e6c-ac94-0d66fb8bede5,11.54
98,Troy Williams,F,SAC,21,14.9,-0.14,0.97,0.83,0.41,4d0e1f71-8fcc-43d0-b4cc-943107308316,8.719999999999999
99,Bogdan Bogdanovic,SG,SAC,70,27.8,0.83,-0.02,0.81,2.96,5900bf8b-fd03-4c93-884b-aaece11ad139,11.27
100,Jemerrio Jones,F,LAL,6,23.8,-2.51,3.29,0.78,0.20,478c6b82-d290-4e85-bb64-b2c86073f044,8.51
101,Kentavious Caldwell-Pope,SG,LAL,82,24.8,0.90,-0.13,0.77,3.03,fbac7bb6-5bd6-4cf9-a808-429a65b45ccb,11.34
102,Gordon Hayward,SF,BOS,72,25.9,0.06,0.71,0.77,2.69,1fda1d08-adaa-424d-96df-373dfbef9128,11.0
103,Omri Casspi,F,MEM,36,14.4,-0.43,1.19,0.77,0.73,d01ed97d-a653-4fdc-989b-16857f353c85,9.04
104,Boban Marjanovic,C,LAC/PHI,58,11.7,0.42,0.33,0.75,1.01,5bf55ea2-b498-40ea-9d49-78ccc477e90b,9.32
105,Luke Kennard,SG,DET,63,22.8,-0.31,1.02,0.70,1.87,aa6dbeea-cda6-4413-aabb-5563fbba5182,10.18
106,Mason Plumlee,C,DEN,82,21.1,-1.05,1.73,0.68,2.28,73bf0204-a356-4ebc-8b19-bd4986f1117c,10.59
107,Norman Powell,SF,TOR,60,18.8,0.84,-0.16,0.68,1.55,20e23077-318a-4939-878e-bfa624cff33a,9.86
108,Kyle Korver,G,CLE/UTAH,70,19.1,0.54,0.13,0.67,1.79,8803f3ad-893e-4541-ba72-7be494dbf1c4,10.1
109,Darren Collison,PG,IND,76,28.2,0.26,0.40,0.66,2.95,49303ecb-8557-41e4-a43c-09b5d24edecd,11.26
110,Dwight Powell,C,DAL,77,21.6,0.77,-0.12,0.65,2.25,99857625-77a9-4c25-98f6-45f5405ba381,10.559999999999999
111,Raymond Felton,G,OKC,33,11.5,-0.25,0.88,0.63,0.50,5b8b373b-0b23-48de-90d9-2d45dfc36349,8.809999999999999
112,Duncan Robinson,F,MIA,15,10.7,-1.07,1.68,0.61,0.22,66963590-35ab-4dfc-b52b-2929be08550a,8.53
113,Jeff Teague,PG,MIN,42,30.1,1.84,-1.25,0.59,1.74,0e88fd4c-4c79-49bd-b66a-32962978dc20,10.049999999999999
114,Langston Galloway,SG,DET,80,21.8,-0.13,0.72,0.58,2.12,8bbcf6fb-4484-472f-b4f2-e2650c9b371d,10.43
115,Chris Boucher,PF,TOR,28,5.8,-0.03,0.57,0.55,0.19,4746f03b-d2ed-41e6-95e8-acb804ba2c02,8.5
116,Malik Beasley,SG,DEN,81,23.2,2.12,-1.58,0.54,2.37,3473d80c-586e-4ede-bdb2-e325da469f92,10.68
