,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Stephen Curry,PG,GS,79,34.2,12.03,-0.66,11.37,27.01,9c7a1a07-4978-474c-b472-3cb227f9e4cf,33.72
1,LeBron James,SF,CLE,76,35.6,5.75,2.88,8.63,20.19,bedcfe40-c385-484d-85bc-e13eb14254ca,26.900000000000002
2,Kevin Durant,PF,OKC,72,35.8,6.14,0.35,6.49,16.18,5dde60a0-ddd0-444a-a30d-af49c13df613,22.89
3,Kawhi Leonard,SF,SA,72,33.1,2.09,4.29,6.37,13.88,bb8bd3e8-4f7b-4762-b826-6ec2afcb7028,20.59
4,Kyle Lowry,PG,TOR,77,37.0,4.23,1.30,5.53,14.91,09855ef9-5497-4128-8dc1-db0500f2491e,21.62
5,Chris Paul,PG,LAC,74,32.7,4.61,0.84,5.45,13.13,40b1fb2d-fa62-4821-ad86-82eb61726f8c,19.84
6,John Wall,PG,WSH,77,36.2,4.68,0.65,5.33,15.19,068c66d2-3a05-48a8-93f3-b45e53b5f410,21.9
7,Isaiah Thomas,G,BOS,82,32.2,5.70,-0.51,5.19,14.47,d58940dd-f169-4591-a37a-958b80403a19,21.18
8,Russell Westbrook,PG,OKC,80,34.4,7.29,-2.26,5.02,14.44,1dc36313-c835-4a5d-b3f4-2cc5ba66d82e,21.15
9,James Harden,SG,HOU,82,38.1,5.96,-1.37,4.59,15.42,5a4ef6ab-300d-469b-b1b5-a2aa94d3df73,22.13
10,Nikola Jokic,C,DEN,80,21.7,1.28,3.18,4.45,7.97,a9e4aaeb-2163-459f-ad70-10bed0cbef61,14.68
11,JJ Redick,SG,LAC,75,28.0,2.10,2.04,4.14,9.46,ecfa5a5a-254d-42bd-9b29-2ee0ed1513e7,16.17
12,Draymond Green,PF,GS,81,34.7,3.43,0.47,3.90,12.71,c11cfa25-fa01-4b4b-8338-40cee9f624df,19.42
13,Klay Thompson,SG,GS,80,33.3,4.19,-0.31,3.87,11.92,8b3293db-f894-424e-98df-3fefff3c890f,18.63
14,Dirk Nowitzki,F,DAL,75,31.5,1.27,2.47,3.75,9.74,41454901-7576-4ff8-89a6-6763f727d2d8,16.45
15,Khris Middleton,SF,MIL,79,36.1,1.68,1.87,3.54,11.51,982a6f07-c5fd-4eab-b8d8-4b4c908ed392,18.22
16,Jrue Holiday,PG,NO,65,28.2,3.97,-0.51,3.46,7.57,25889713-b28a-4be8-9660-3ac5ac97e716,14.280000000000001
17,Paul George,F,IND,81,34.8,3.35,0.11,3.45,11.63,b39db48f-c114-4524-993d-2be28eda83a9,18.34
18,Mike Scott,PF,ATL,75,15.3,0.57,2.87,3.44,4.56,90c4c70d-1df8-4314-82dc-8ba9bd647252,11.27
19,Manu Ginobili,G,SA,58,19.6,1.89,1.47,3.36,4.45,d4a0b468-3ec5-4ecb-b94e-f1565f1af651,11.16
20,Kyle Korver,G,ATL,80,30.0,0.75,2.50,3.25,9.52,8803f3ad-893e-4541-ba72-7be494dbf1c4,16.23
21,Kelly Olynyk,PF,BOS,69,20.2,1.58,1.55,3.13,5.44,72b02029-e21a-4a2a-abf8-b2503de47678,12.15
22,Steven Adams,C,OKC,80,25.2,-1.25,4.29,3.04,7.51,02815787-f72f-4342-874d-4a5588d6e030,14.219999999999999
23,Channing Frye,F,ORL/CLE,70,17.1,0.20,2.82,3.02,4.12,f521a6f7-c63d-4537-8b28-1de83ebf2dbe,10.83
24,Patrick Beverley,PG,HOU,71,28.7,1.03,1.97,3.01,7.58,8ac11084-3f75-4f6a-ab65-12b7bcc95cc6,14.29
25,Danny Green,F,SA,79,26.1,-0.40,3.38,2.98,7.24,bd88d7f7-4a74-408f-820c-ea299f764b71,13.95
26,Ricky Rubio,PG,MIN,76,30.6,2.31,0.40,2.71,8.27,8c07ceb3-c755-4010-b0a5-165e214cd622,14.98
27,Kemba Walker,PG,CHA,81,35.6,1.28,1.43,2.70,9.93,a127a7cd-af4b-435f-a90a-1b176e187d5b,16.64
28,Jeremy Lamb,SG,CHA,66,18.6,-0.24,2.87,2.63,4.13,55f2c5d5-6dfc-4315-84f4-acbe282b7b86,10.84
29,Patrick Mills,PG,SA,81,20.5,2.31,0.30,2.60,5.58,,12.29
30,Patrick Patterson,PF,TOR,79,25.6,0.55,1.95,2.50,6.40,363646a1-0fcc-44f4-90ef-82f85b8da460,13.11
31,Goran Dragic,PG,MIA,72,32.8,1.18,1.29,2.47,7.67,dc0edf7c-2ffc-499d-887c-f5177f69cad7,14.379999999999999
32,Eric Bledsoe,SG,PHX,31,34.2,3.44,-1.01,2.44,3.74,b2828eae-b187-41af-a5a3-bd57bd65e462,10.45
33,CJ McCollum,SG,POR,80,34.8,1.52,0.88,2.39,9.08,9e19f4e1-dc7d-4a21-9b38-b41455d64686,15.79
34,Victor Oladipo,SG,ORL,72,33.0,0.55,1.75,2.30,7.51,629ff9c4-4f2b-4817-88be-d9cbc4df9b6f,14.219999999999999
35,Mario Chalmers,G,MIA/MEM,61,22.5,0.44,1.78,2.22,4.24,2b64f7fc-1e1e-4f9b-ae76-4f06d31b211c,10.95
36,Damian Lillard,PG,POR,75,35.7,4.89,-2.70,2.20,8.55,78f04da4-220a-4294-9fd6-b4243df8f5b7,15.260000000000002
37,Mike Conley,PG,MEM,56,31.4,1.12,1.07,2.19,5.32,ebc02828-465d-4985-90df-4facae97337a,12.030000000000001
38,Matthew Dellavedova,PG,CLE,76,24.6,0.20,1.95,2.15,5.63,d46e70d6-de8b-4952-a888-9c1542ffa236,12.34
39,Avery Bradley,PG,BOS,76,33.4,1.89,0.23,2.12,8.08,ee7f61e9-4194-4c16-a34c-c0b87063ebe2,14.79
41,Tim Duncan,C,SA,61,25.2,-0.47,2.57,2.10,4.53,12b9fb27-2178-4f65-9099-9764b863e4df,11.24
42,Anthony Tolliver,PF,DET,72,18.6,0.41,1.69,2.10,4.07,1a637e77-beea-4cf9-bcbf-c3161317210f,10.780000000000001
43,Kentavious Caldwell-Pope,SG,DET,76,36.7,0.35,1.74,2.09,8.54,fbac7bb6-5bd6-4cf9-a808-429a65b45ccb,15.25
44,Kevin Love,PF,CLE,77,31.5,1.75,0.33,2.08,7.18,2b2bcfdb-1fd0-4251-8a58-1c9bc6c4e887,13.89
45,Jae Crowder,PF,BOS,73,31.6,1.57,0.36,1.93,7.14,72819411-d2a6-4e6c-ac94-0d66fb8bede5,13.85
46,Chris Bosh,PF,MIA,53,33.5,-0.50,2.40,1.90,4.99,ce7ae779-d64a-4736-86b2-4184fd5871fb,11.7
47,Michael Kidd-Gilchrist,F,CHA,7,29.3,0.92,0.98,1.90,0.59,de670659-c583-4ae7-af14-bc7cdc84c696,7.3
48,Brook Lopez,C,BKN,73,33.7,-0.20,2.09,1.89,7.14,98b82862-6adb-4446-8471-e75ce9bd3293,13.85
49,Al Horford,C,ATL,82,32.1,1.48,0.39,1.86,7.90,b21d8144-e255-442a-8c3f-2737727f9f38,14.61
50,DeMarcus Cousins,C,SAC,65,34.6,3.10,-1.29,1.81,6.86,3ed22173-6b91-4189-a1df-56d82e1dd0f7,13.57
51,Dennis Schroeder,PG,ATL,80,20.3,0.31,1.49,1.80,4.62,,11.33
52,Kristaps Porzingis,C,NY,72,28.4,-0.92,2.71,1.79,5.72,94f4cc4b-f899-4525-9624-92599e86b33b,12.43
53,Ronnie Price,PG,PHX,62,19.5,-1.31,3.07,1.76,3.49,66089446-928e-47cc-b864-8886057a1f22,10.2
54,Omri Casspi,F,SAC,69,27.2,1.73,0.02,1.75,5.58,d01ed97d-a653-4fdc-989b-16857f353c85,12.29
55,Robert Covington,PF,PHI,67,28.4,0.92,0.73,1.65,5.42,ae2da12d-91f2-4646-8606-6a5a720c31b2,12.129999999999999
56,Derrick Favors,F,UTAH,62,32.0,-0.34,1.94,1.59,5.17,6a608b39-e6dd-4cff-a502-09bc2acdbaa4,11.879999999999999
57,Jarell Eddie,F,WSH,26,5.7,2.06,-0.48,1.57,0.42,654a599a-94fa-4699-9d0c-df10946c4932,7.13
58,Boban Marjanovic,C,SA,54,9.4,1.86,-0.31,1.55,1.29,5bf55ea2-b498-40ea-9d49-78ccc477e90b,8.0
59,Tyreke Evans,G,NO,25,30.6,1.39,0.12,1.51,2.04,defd7777-7c04-4db1-a54b-f91dc61d1c6b,8.75
60,Mirza Teletovic,PF,PHX,79,21.3,3.72,-2.26,1.47,4.65,9bbbeb68-3673-4c80-9051-0ed30a85583e,11.36
61,DeAndre Jordan,C,LAC,77,33.7,0.35,1.09,1.44,6.78,da9bcc22-4307-42dc-8d51-12e8fba68c7a,13.49
62,Paul Millsap,PF,ATL,81,32.7,1.64,-0.21,1.43,7.13,16209d46-a478-4126-8230-fb91cea66f19,13.84
63,LaMarcus Aldridge,C,SA,74,30.6,-0.66,2.09,1.43,5.63,8e44a15c-b4d5-4dfe-bdf7-b86931475b32,12.34
64,Garrett Temple,SF,WSH,80,24.4,-0.60,1.97,1.37,5.09,a8d75128-8bc1-4ee0-bf21-59fc9cbf0242,11.8
65,Jimmy Butler,SF,CHI,67,36.9,0.53,0.82,1.36,6.33,5cbc01e2-a4cf-428d-9696-0be12d360f30,13.04
66,Andre Drummond,C,DET,81,32.9,0.28,1.08,1.36,6.72,f1682f40-3b97-4898-ae82-f77ba1f84c06,13.43
67,Danilo Gallinari,PF,DEN,53,34.7,0.16,1.18,1.34,4.68,52ec22d7-31a7-468e-ab3e-c75564694586,11.39
68,Rodney Hood,SG,UTAH,79,32.2,-0.58,1.91,1.33,6.09,2feffd33-e5e2-4834-8077-6e5de80fbac3,12.8
69,Marcus Thornton,SG,HOU/WSH,61,18.2,2.73,-1.43,1.30,2.93,f5e41156-8252-4816-8404-cc71849f20c9,9.64
70,Andrew Bogut,C,GS,70,20.7,-1.89,3.19,1.30,3.70,d96147fc-88ce-422f-b440-0fc011fac2d5,10.41
71,Wesley Johnson,F,LAC,80,20.8,-0.27,1.55,1.29,4.15,ce2c985e-e039-4740-85bd-11325448b337,10.86
72,Marvin Williams,F,CHA,81,28.9,0.99,0.25,1.24,5.68,3e990ccd-f93c-48f8-bfed-01048b1565f2,12.39
73,George Hill,PG,IND,74,34.1,-0.11,1.35,1.24,6.29,c5b9f92b-8034-4815-ae8f-041729580eed,13.0
74,Ramon Sessions,G,WSH,82,20.3,2.47,-1.30,1.17,4.15,ba30750d-e568-49a2-9d61-1a2c02b2c9eb,10.86
75,Rudy Gobert,C,UTAH,61,31.7,-1.82,2.99,1.17,4.45,8acbad0f-aa60-41d7-bc2f-1e9e011d8993,11.16
76,Blake Griffin,PF,LAC,35,33.4,1.26,-0.09,1.16,2.87,edd4e1e6-bc07-48a0-92f1-b2de2297789a,9.58
77,Darren Collison,PG,SAC,74,30.0,2.50,-1.36,1.14,5.60,49303ecb-8557-41e4-a43c-09b5d24edecd,12.309999999999999
78,Terrence Ross,G,TOR,73,23.9,-0.86,2.00,1.14,3.91,09c88e8f-fc07-4097-b929-885f3e6a952e,10.620000000000001
79,Ryan Anderson,PF,NO,66,30.4,1.19,-0.06,1.13,5.00,4c9e8daf-3859-4085-9024-b00a4aeec6c5,11.71
80,Jon Leuer,F,PHX,67,18.7,1.20,-0.07,1.13,3.19,f61c37a1-467b-4455-a934-01264e695f8d,9.9
82,Brandon Jennings,G,DET/ORL,48,18.1,1.84,-0.73,1.11,2.08,c8f72661-f57d-4985-bc87-3d2848a88d09,8.79
83,Festus Ezeli,C,GS,46,16.7,-1.04,2.14,1.11,1.86,c6d3f36e-2373-4b35-97f4-2106bdbdbd64,8.57
84,Eric Gordon,SG,NO,45,32.9,1.57,-0.53,1.04,3.60,fee0cbdd-724d-46c7-9f77-ba9c21057ad0,10.31
85,Pau Gasol,PF,CHI,72,31.8,0.38,0.64,1.02,5.33,d0e5dfb2-54b8-4447-9abf-8d1e4d777fe1,12.04
86,David West,F,SA,78,18.0,0.00,1.01,1.01,3.09,856056f4-8b4f-40c3-bf6d-7e3f0c145406,9.8
