,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,LeBron James,SF,CLE,81,37.7,7.21,2.84,10.05,25.85,bedcfe40-c385-484d-85bc-e13eb14254ca,28.87
1,Chris Paul,PG,NO,78,38.5,4.72,3.59,8.31,21.53,40b1fb2d-fa62-4821-ad86-82eb61726f8c,24.55
2,Dwyane Wade,G,MIA,79,38.6,6.66,0.15,6.81,19.81,911c5842-c4ce-4684-a479-31e7220e6277,22.83
3,Dwight Howard,C,ORL,79,35.7,2.54,3.05,5.59,16.09,b89c8f21-0a6f-4c76-b5e8-b5775c73583b,19.11
4,Kevin Garnett,PF,BOS,57,31.1,0.24,4.94,5.18,9.36,8c4661f3-343f-4842-be7c-8b91d0f7409f,12.379999999999999
5,Brandon Roy,SG,POR,78,37.2,3.47,1.51,4.98,14.58,2f706a85-498c-4595-9593-df8ed30c2c4d,17.6
6,Ray Allen,SG,BOS,79,36.4,2.68,1.95,4.63,14.08,d0df9ea6-dc69-4d3d-9311-41a1fdebad9c,17.1
7,Kobe Bryant,SF,LAL,82,36.1,5.29,-0.87,4.42,14.79,825ab381-2ad5-4685-98b9-93b318bd37da,17.81
8,Matt Bonner,C,SA,81,23.8,0.66,3.64,4.30,8.73,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a,11.75
9,Yao Ming,C,HOU,77,33.6,0.44,3.80,4.24,11.97,3c78ce92-1413-4da4-8dc9-24464fa4ad19,14.99
10,Andre Iguodala,F,PHI,82,39.9,1.59,2.47,4.06,14.82,bd56f727-1302-42ae-b243-bf6722378b35,17.84
11,Tim Duncan,C,SA,75,33.6,1.50,2.32,3.82,10.87,12b9fb27-2178-4f65-9099-9764b863e4df,13.889999999999999
12,Rashard Lewis,PF,ORL,79,36.2,2.43,1.37,3.80,12.91,73d9d740-ca6f-4303-88bd-ec4c0c081054,15.93
13,Jameer Nelson,G,ORL,42,31.2,3.45,0.24,3.69,5.82,1aa7fd39-b6a2-4c36-8d77-9053f050bffa,8.84
14,Joel Przybilla,C,POR,82,23.8,-2.37,5.92,3.55,7.95,a696a140-692e-4e14-b99c-b403b005bec4,10.97
15,Nate Robinson,PG,NY,74,29.9,4.26,-0.79,3.47,9.85,ad748b99-6c60-4e38-b6f9-6d10f2684150,12.87
16,Gerald Wallace,SF,CHA,71,37.6,-0.09,3.55,3.46,10.85,32ababf8-aaa7-4c8c-a836-e3bc6c38a6b0,13.87
17,Lamar Odom,PF,LAL,78,29.7,1.25,2.21,3.46,10.03,0bf56478-de26-403e-b839-60c328fa925a,13.049999999999999
18,Metta World Peace,SF,HOU,69,35.5,0.32,3.00,3.32,9.89,670a19ff-960f-4b66-89c5-c438ef9dcd19,12.91
19,Tony Parker,G,SA,72,34.1,3.31,-0.08,3.23,9.69,e7f7d281-52b9-4155-9b66-378c964837f5,12.709999999999999
20,Eddie House,SG,BOS,81,18.3,1.79,1.26,3.04,5.70,407617b8-808d-4301-a467-48864820a47e,8.72
21,Al Jefferson,C,MIN,50,36.7,1.29,1.71,3.00,7.14,0efc7b08-70c4-4468-912a-6345b7971a14,10.16
22,Donyell Marshall,PF,PHI,25,7.6,3.13,-0.28,2.85,0.74,5380b666-aaf2-4ff7-b306-f6ac3465a886,3.76
23,Andrei Kirilenko,SF,UTAH,67,27.3,0.02,2.76,2.78,6.99,a1f17fb0-a5bc-471c-a65a-1e2efae6a8a0,10.01
24,JR Smith,G,DEN,81,27.7,3.23,-0.46,2.77,8.74,8e853379-163d-463c-8827-d80647c8dd79,11.76
25,Rajon Rondo,PG,BOS,80,33.0,1.38,1.39,2.77,9.77,00e6c4e1-3e3e-4f98-a6b3-ce587b855030,12.79
26,Chauncey Billups,PG,DET/DEN,79,35.3,2.83,-0.07,2.76,10.09,7a09dda4-5980-4115-b1c8-bde37d6b4d12,13.11
27,Danny Granger,SF,IND,67,36.2,5.23,-2.52,2.71,9.70,436a835e-99b9-44d8-bd18-42a0f9802bb6,12.719999999999999
28,Joe Johnson,G,ATL,79,39.5,2.25,0.45,2.70,11.22,813f81d6-73a3-46c4-8365-6991d1dd5a84,14.24
29,Ronald Murray,SG,ATL,80,24.7,1.12,1.53,2.65,7.14,3a06f31a-0b13-46ba-8c97-f9a3fab09643,10.16
