,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
284,Jorge Garbajosa,PF,TOR,7,10.6,-1.87,0.17,-1.70,0.05,9a65fe51-2884-4a7d-b11b-2c81d7391385,3.27
285,Jerry Stackhouse,SF,DAL,58,24.3,0.12,-1.83,-1.71,0.99,cad4bcad-272d-4165-aa5f-cd084acdca21,4.21
287,Yi Jianlian,SF,MIL,66,25.0,-3.35,1.56,-1.79,1.05,365f7869-1214-434d-b0de-23c1e861406d,4.2700000000000005
288,Desmond Mason,SF,MIL,59,28.8,-1.54,-0.25,-1.79,1.10,6b271ea4-e96c-409c-8c05-7566905f1d72,4.32
289,Richie Frahm,SG,LAC,10,16.3,-1.50,-0.33,-1.84,0.10,eb272a74-cc9e-4282-96db-68135b2b93d0,3.3200000000000003
290,Johan Petro,C,SEA,72,18.2,-3.17,1.33,-1.84,0.83,118e0a88-88bb-4a2d-adae-509482d1ed83,4.050000000000001
291,Ike Diogu,PF,IND,30,10.2,0.34,-2.21,-1.87,0.20,3eec7b32-9e2b-4814-9532-05430bca0e03,3.4200000000000004
292,Viktor Khryapa,PF,CHI,9,11.7,-2.52,0.62,-1.90,0.06,,3.2800000000000002
293,Anthony Johnson,PG,ATL/SAC,69,22.2,-2.43,0.54,-1.90,0.86,9cbaf2c1-3376-4e6e-b351-4a865aa0e712,4.08
294,Sam Cassell,PG,LAC/BOS,55,23.2,0.51,-2.41,-1.91,0.73,25693f41-b7e7-4c94-ae69-db2e7017f40b,3.95
295,CJ Watson,PG,GS,32,11.5,-1.24,-0.68,-1.92,0.21,,3.43
296,Matt Harpring,SF,UTAH,76,18.1,-0.82,-1.11,-1.93,0.74,42a8ff40-ccfb-4a5b-a35e-18a813642d51,3.96
297,Andre Owens,SG,IND,31,12.6,-1.85,-0.09,-1.94,0.22,51250fd7-a0ec-4be1-9747-73f4fa5444d7,3.4400000000000004
298,Alando Tucker,SF,PHX,6,8.0,-1.76,-0.20,-1.96,0.03,0cc4f0be-05f5-4a40-9e81-4edd90b89b10,3.25
299,DerMarr Johnson,SF,SA,5,5.6,-1.21,-0.77,-1.98,0.01,ab8a4914-cad6-4296-b37c-0ef0c5058d80,3.23
300,Dan Gadzuric,C,MIL,51,10.5,-2.46,0.40,-2.05,0.25,e6a5949e-a058-4114-aabd-0e16654cdeda,3.47
301,Patrick O'Bryant,C,GS,24,4.1,-1.72,-0.36,-2.08,0.05,29bc1b66-47f8-4f4c-8cd0-a68831ef2912,3.27
302,Mike Bibby,PG,SAC/ATL,48,32.8,1.78,-3.87,-2.08,0.72,ce4021d2-8318-4b80-88c3-70c6b08f30ec,3.9400000000000004
303,Carlos Arroyo,PG,ORL,62,20.5,0.09,-2.25,-2.16,0.50,dabf8ad1-b484-40d6-96f3-4765ce6c3ae7,3.72
304,Adonal Foyle,C,ORL,82,9.4,-4.47,2.31,-2.16,0.29,69a2b506-09ad-4a30-8c2b-3b743e94f62d,3.5100000000000002
305,Jarron Collins,C,UTAH,70,10.0,-3.37,1.20,-2.17,0.27,820b17e5-2b73-4b01-992e-2d40d6de3bfc,3.49
306,Bruce Bowen,SF,SA,81,30.2,-4.81,2.65,-2.17,0.89,c818a730-e15e-42bb-a276-fa305e6c0125,4.11
307,Daequan Cook,SG,MIA,59,24.4,-0.93,-1.25,-2.19,0.53,38a9e8cb-ddb5-4c15-b2c0-77f937bb270e,3.75
308,Adrian Griffin,SG,CHI/SEA,35,8.8,-3.69,1.49,-2.19,0.12,b89070d5-e250-4dc6-aef3-fd2419a20d03,3.3400000000000003
309,Ricky Davis,SG,MIA,82,36.1,-1.81,-0.41,-2.21,1.04,c043c7b9-7877-492a-a6bb-86fcfd6e45a9,4.26
310,Jason Hart,PG,UTAH,57,10.6,-2.76,0.54,-2.22,0.22,1e24ce54-9e1e-411a-85cc-6649bfaad181,3.4400000000000004
311,Tarence Kinsey,SG,MEM,11,8.7,-2.14,-0.10,-2.23,0.03,bd395ca3-41e8-4e68-9cff-7dcc066a68a7,3.25
312,Darrell Armstrong,PG,NJ,50,11.0,-2.07,-0.18,-2.25,0.18,,3.4000000000000004
313,Drew Gooden,PF,CLE/CHI,69,30.8,-1.26,-1.01,-2.27,0.69,0e373447-7051-4b26-92a9-0689ff5f90e2,3.91
314,Andre Brown,PF,MEM,33,8.7,-0.53,-1.74,-2.27,0.10,424ec1d1-cdda-49d2-86a1-4ef840b2dcee,3.3200000000000003
315,Damon Stoudamire,PG,MEM/SA,60,17.3,-1.40,-0.88,-2.28,0.32,65af4a1d-57ae-4291-8d73-4181ad67d20a,3.54
316,Ramon Sessions,G,MIL,17,26.5,0.17,-2.45,-2.29,0.14,ba30750d-e568-49a2-9d61-1a2c02b2c9eb,3.3600000000000003
317,Melvin Ely,C,NO,52,11.9,-3.26,0.97,-2.29,0.18,a151dd27-029a-418a-a539-3dcf7cb6d74c,3.4000000000000004
318,Wilson Chandler,F,NY,35,19.6,-1.02,-1.27,-2.29,0.22,9eea52e7-851e-4b26-87cb-f7e6ff9dd2fe,3.4400000000000004
319,Awvee Storey,SF,MIL,26,10.0,-0.25,-2.07,-2.31,0.08,9339f949-f574-4c1c-b1fa-2d3dc8ee984b,3.3000000000000003
320,Louis Amundson,PF,PHI,16,4.0,-1.83,-0.50,-2.33,0.03,,3.25
321,Sergio Rodriguez,PG,POR,72,8.7,-1.78,-0.55,-2.33,0.16,28eb860f-a06c-4897-a54e-41acff6476bc,3.3800000000000003
322,Anthony Carter,PG,DEN,70,28.0,-0.04,-2.30,-2.34,0.57,72207067-db52-4aa0-8f3f-4b88d7a7f5f2,3.79
323,Jason Williams,PG,MIA,67,28.1,-0.29,-2.07,-2.36,0.50,07f1b897-9583-4190-8226-15ebce621d1a,3.72
324,Zaza Pachulia,C,ATL,62,15.2,-1.98,-0.38,-2.36,0.24,d4f03cd5-02e2-42f2-8b5b-6ae39c49917e,3.46
325,Mickael Gelabale,SF,SEA,39,11.9,-1.55,-0.80,-2.36,0.13,19ae7786-229a-49b2-b59f-173d073a3cdc,3.35
326,Marko Jaric,PG,MIN,75,29.2,-1.40,-0.98,-2.38,0.54,8a15fa65-efc8-43b9-a50f-60d8edc79f52,3.7600000000000002
328,Juan Carlos Navarro,PG,MEM,82,25.8,1.10,-3.51,-2.40,0.51,bb151a47-1bf3-4be4-b2af-43294b2c51db,3.7300000000000004
329,Gerald Green,G,MIN/HOU,30,12.1,-1.70,-0.71,-2.41,0.08,afe50d46-6b1e-46cb-8beb-f4032f52c25d,3.3000000000000003
330,Fred Jones,SG,NY,70,25.1,-1.03,-1.43,-2.46,0.33,cf469a2d-21f4-4a9b-9173-80c413b1d9b2,3.5500000000000003
331,Gabe Pruitt,PG,BOS,15,6.3,-1.36,-1.13,-2.49,0.02,f29b7898-7fc1-4ca5-b2c5-436cf992df51,3.24
332,Kevin Ollie,PG,PHI,40,7.5,-2.18,-0.31,-2.50,0.05,e88f48a6-1b02-4f56-98f8-5c93b0ea26b7,3.27
333,James Augustine,PF,ORL,25,6.0,-2.40,-0.12,-2.52,0.02,edd04b4a-87d9-4978-9b43-d232d523d451,3.24
334,Earl Barron,C,MIA,46,19.3,-3.26,0.74,-2.52,0.13,351d623b-e778-40e2-8f4c-f9235753af80,3.35
335,D.J. Strawberry,SG,PHX,33,8.2,-2.06,-0.46,-2.52,0.04,be6a5ff8-7408-436d-843b-26c4dd30d782,3.2600000000000002
336,Shannon Brown,PG,CLE/CHI,21,11.4,-1.34,-1.19,-2.53,0.04,522f50e0-a99e-424a-b7bb-4a10a98e5c56,3.2600000000000002
337,Jared Jeffries,PF,NY,73,18.2,-2.61,0.06,-2.56,0.17,d463a9b1-da47-4ffb-90d5-ecf25f75b3be,3.39
338,Anfernee Hardaway,SF,MIA,16,20.3,-3.99,1.42,-2.57,0.04,16eee61d-7636-4b5a-972e-b8aeb9b5d54b,3.2600000000000002
339,PJ Brown,PF,BOS,18,11.6,-3.31,0.71,-2.60,0.02,,3.24
340,Shavlik Randolph,PF,PHI,9,3.0,-2.58,-0.06,-2.63,0.00,9cb61d7b-89ca-4b94-a577-905a2aa6d8d8,3.22
341,Matt Barnes,SF,GS,73,19.4,1.29,-3.93,-2.64,0.11,7a9a28d7-3b17-419a-89f7-bb1c605c0337,3.33
342,Jacque Vaughn,PG,SA,74,15.4,-3.58,0.93,-2.65,0.07,607467c1-189f-43cc-bda6-69fe943e756f,3.29
343,Derek Anderson,SG,CHA,28,14.1,-1.05,-1.60,-2.65,0.03,bf77e8c7-0dcd-4d9f-b189-9d1ad588d259,3.25
344,Quentin Richardson,SF,NY,65,28.3,-2.39,-0.27,-2.66,0.11,fb70095c-b1f8-411d-bdb6-dd3303d2630d,3.33
345,Marco Belinelli,G,GS,33,7.3,-0.93,-1.74,-2.68,0.01,9cb10600-9d1c-4cf6-8117-0b4677aeb30c,3.23
346,Brevin Knight,PG,LAC,74,22.6,-3.35,0.67,-2.68,0.08,7a60d7cd-1ff7-4876-8b59-dee90d519afa,3.3000000000000003
347,Jason Collins,C,NJ/MEM,74,15.8,-5.45,2.77,-2.68,0.05,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e,3.27
348,Kosta Perovic,C,GS,7,5.4,-2.69,-0.00,-2.69,0.00,ae0a4cfe-d15e-487b-ae98-9b3d996e5756,3.22
349,Marcin Gortat,C,ORL,6,6.8,-2.04,-0.66,-2.70,0.00,df646812-7636-4693-991c-b54e7a13cf87,3.22
350,Mario West,SG,ATL,64,4.2,-1.92,-0.80,-2.71,0.01,2409dab0-50e3-42f0-8c13-2ad0ac419ca5,3.23
351,John Salmons,SF,SAC,81,31.1,-0.95,-1.77,-2.71,0.06,0ba9bc6c-dbf9-406e-85a9-53e621eae742,3.2800000000000002
352,Chris Webber,C,GS,9,14.0,-2.14,-0.60,-2.73,0.00,385a081e-69b9-4320-af78-f783a50e5e10,3.22
353,Nenad Krstic,C,NJ,45,18.0,-3.31,0.55,-2.75,-0.00,177a9713-d9a7-4ef2-bcce-6d0aa7652f67,3.22
354,Donyell Marshall,PF,CLE/SEA,26,13.1,-1.35,-1.42,-2.77,-0.01,5380b666-aaf2-4ff7-b306-f6ac3465a886,3.2100000000000004
355,Kwame Brown,C,LAL/MEM,38,18.8,-2.24,-0.53,-2.77,-0.01,ee2a70fa-8405-4932-9ab5-d18c723217bb,3.2100000000000004
356,Nick Young,G,WSH,75,15.4,-1.32,-1.47,-2.80,-0.04,67e5f905-ee48-474b-bc18-45f6bb8d7352,3.18
357,Kirk Snyder,SG,HOU/MIN,36,21.1,-0.50,-2.30,-2.80,-0.03,b0a756db-0f78-4088-b741-5fa7124368cb,3.1900000000000004
358,Royal Ivey,PG,MIL,75,19.2,-2.15,-0.68,-2.83,-0.07,5a03ab8a-1eb5-41b8-a1a5-340ac64deda5,3.1500000000000004
359,Darko Milicic,C,MEM,70,23.8,-3.06,0.21,-2.85,-0.12,3cecbed1-1525-47cb-86e2-a20cc719adbd,3.1
360,Brandon Bass,PF,DAL,79,19.7,-1.58,-1.28,-2.86,-0.12,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27,3.1
361,Cheikh Samb,C,DET,4,7.8,-2.37,-0.49,-2.86,-0.00,4e66df28-b59a-4e7c-ac8e-2687b1c38816,3.22
362,Marcus Williams,PG,NJ,53,16.1,-0.57,-2.31,-2.88,-0.08,0b721816-cc46-407b-8834-1b059cd7134e,3.14
363,Devean George,SF,DAL,53,15.5,-3.62,0.73,-2.89,-0.07,ee393253-12db-4147-ad4f-251b80f81a1e,3.1500000000000004
364,Quincy Douby,SG,SAC,74,11.8,-1.14,-1.77,-2.90,-0.10,c59095ad-2896-4e81-b229-992e41d0bada,3.12
365,Charlie Villanueva,PF,MIL,76,24.1,0.62,-3.58,-2.96,-0.27,8e2a375f-b679-4adb-b559-9169ed23ded5,2.95
366,Ruben Patterson,PF,LAC,20,16.4,-2.32,-0.65,-2.96,-0.05,81a8cf51-f42b-40b4-9815-863e75a86f32,3.1700000000000004
367,Jarrett Jack,G,POR,82,27.2,-1.28,-1.69,-2.97,-0.33,39b03c06-4529-44dc-9e6f-4f23894ba9fe,2.89
369,Calvin Booth,C,PHI,31,6.6,-5.28,2.30,-2.98,-0.03,67614d9b-25e4-4c04-b9e3-68beeb93d90d,3.1900000000000004
370,Scot Pollard,C,BOS,22,7.9,-2.47,-0.55,-3.02,-0.03,06a1fe8c-da22-472a-a9e6-a10db81a51cd,3.1900000000000004
371,Andray Blatche,C,WSH,82,20.4,-2.30,-0.75,-3.05,-0.33,6bebc7ba-fabc-4333-8834-fb1ffb444650,2.89
372,Al Thornton,SF,LAC,79,27.3,-1.14,-1.94,-3.08,-0.49,e4d09cb9-ddc7-4d43-9fed-15914cbf035d,2.7300000000000004
373,Spencer Hawes,PF,SAC,71,13.1,-1.55,-1.62,-3.17,-0.27,27752ea6-4e09-4361-8222-06f0e0b44ca7,2.95
374,Jake Voskuhl,C,MIL,44,8.8,-3.64,0.47,-3.17,-0.11,a2ae76d7-410b-41dc-b4e7-887da9c4d616,3.1100000000000003
375,Pat Garrity,PF,ORL,31,9.2,-2.79,-0.38,-3.17,-0.08,e0c84a9e-cac8-4c94-9a44-f77bd3e15c84,3.14
376,Othella Harrington,PF,CHA,22,7.5,-3.63,0.38,-3.25,-0.06,fa4ed7b4-2252-41a5-886f-ad9534232d0f,3.16
377,Ronald Murray,SG,DET/IND,42,20.8,0.41,-3.67,-3.26,-0.31,3a06f31a-0b13-46ba-8c97-f9a3fab09643,2.91
378,Mike Wilks,PG,DEN/WSH/SEA,15,12.5,-2.60,-0.68,-3.28,-0.07,4ffb0b05-5be8-45f6-8ee2-d3354050aa74,3.1500000000000004
379,Andre Barrett,SG,LAC,4,6.3,-2.05,-1.23,-3.28,-0.01,397fc630-503f-4de0-b2a3-f9b8458b8fdc,3.2100000000000004
380,Kevin Durant,PF,SEA,80,34.6,0.83,-4.13,-3.30,-1.09,5dde60a0-ddd0-444a-a30d-af49c13df613,2.13
381,Steven Hunter,C,DEN,19,6.3,-2.07,-1.23,-3.30,-0.05,eab9cc7d-a3e9-43b4-84c3-210a5ac25741,3.1700000000000004
382,Mike Conley,PG,MEM,53,26.1,-0.33,-2.97,-3.31,-0.53,ebc02828-465d-4985-90df-4facae97337a,2.6900000000000004
383,Cuttino Mobley,SG,LAC,77,35.1,-1.68,-1.63,-3.32,-1.04,47547bc3-5a8a-44a5-8537-0450b4cba539,2.18
384,Marcus Williams,SG,SA/LAC,11,3.3,-3.17,-0.15,-3.32,-0.01,0b721816-cc46-407b-8834-1b059cd7134e,3.2100000000000004
385,Brian Skinner,PF,PHX,66,12.8,-3.10,-0.25,-3.35,-0.36,31f7d8ae-007b-4803-b643-6e1ea337f45f,2.8600000000000003
386,Demetris Nichols,SF,CLE/CHI,14,3.1,-2.42,-0.95,-3.37,-0.02,367bae05-0675-4c09-87bf-d2539dcb7547,3.2
387,Ian Mahinmi,C,SA,6,3.8,-2.87,-0.51,-3.38,-0.01,215a3e5a-d149-43c5-be05-418373d61a57,3.2100000000000004
388,Jermareo Davidson,PF,CHA,38,8.5,-2.90,-0.49,-3.39,-0.14,80457991-e5a1-4d15-8045-1a441bd2dedf,3.08
389,Von Wafer,SG,DEN/POR,29,5.3,-2.22,-1.18,-3.40,-0.08,4189b5be-3883-4e3e-aa18-210d2b07c59a,3.14
390,Marvin Williams,F,ATL,80,34.6,-1.57,-1.83,-3.40,-1.19,3e990ccd-f93c-48f8-bfed-01048b1565f2,2.0300000000000002
391,Josh McRoberts,PF,POR,8,3.5,-3.05,-0.36,-3.41,-0.01,54e40cf3-2cae-441e-8cbe-b605cb41e60c,3.2100000000000004
392,Joel Anthony,C,MIA,24,20.8,-4.39,0.89,-3.50,-0.23,a3d3de35-1a4a-4198-a811-3b22d986fb54,2.99
393,Courtney Sims,C,IND,3,3.7,-2.81,-0.69,-3.50,-0.01,3fe0af13-3a06-4e25-8706-63c9c326b255,3.2100000000000004
394,Chris Andersen,PF,NO,5,6.8,-3.53,0.02,-3.51,-0.02,1c7a2c3b-e319-4c55-9294-2550d654cf28,3.2
395,Blake Ahearn,G,MIA,12,14.8,-1.84,-1.68,-3.53,-0.08,9959c95a-7452-411f-a0c8-42daba732431,3.14
396,Larry Hughes,SG,CLE/CHI,68,29.7,-0.86,-2.67,-3.53,-1.09,cf96c6d7-ffa3-4052-a021-917f06944732,2.13
397,Taurean Green,PG,POR/DEN,17,4.4,-1.39,-2.18,-3.56,-0.04,7a717115-ea7d-45e0-b035-93ff9921c935,3.18
398,Hakim Warrick,PF,MEM,75,23.4,-0.51,-3.07,-3.58,-1.02,56338d17-e07b-4c96-86d6-b472699300b9,2.2
399,Michael Doleac,C,MIN,24,10.7,-4.21,0.63,-3.59,-0.14,c4f2a6d8-8e31-4b73-aefe-54031cac0dda,3.08
400,Eddy Curry,NA,NY,59,25.9,-0.97,-2.62,-3.60,-0.85,46da6da0-5491-4b44-a1ee-0c8dc6b9673e,2.37
401,Ronald Dupree,SF,DET/SEA,5,4.2,-3.47,-0.12,-3.60,-0.01,c34ae4d4-fee7-4d7e-aad3-8dafa8bfd091,3.2100000000000004
402,Guillermo Diaz,SG,LAC,6,3.0,-2.96,-0.65,-3.61,-0.01,2765534d-7c5f-47e6-9ae5-4f129269dc93,3.2100000000000004
403,Malik Rose,PF,NY,49,10.1,-3.35,-0.28,-3.63,-0.28,b21b3fd5-9881-4b62-bff1-4c185eba3f61,2.9400000000000004
404,Darius Washington,PG,SA,18,8.1,-1.33,-2.33,-3.66,-0.09,b3d7a65e-ec7b-48b6-af20-5152100999ad,3.1300000000000003
405,Jelani McCoy,PF,DEN,6,5.5,-3.42,-0.26,-3.68,-0.02,9b5565ef-c271-45b7-933e-fc4e373129df,3.2
406,Joey Graham,SF,TOR,38,8.7,-2.08,-1.60,-3.68,-0.20,0baf772d-d705-4853-9dfb-7da9d4ba7876,3.02
407,Udonis Haslem,PF,MIA,49,36.8,-2.37,-1.33,-3.70,-1.17,4dc4d675-85a3-4d26-b601-3a34e1f6eab7,2.0500000000000003
408,Ira Newble,SF,CLE/SEA/LAL,49,14.2,-2.53,-1.21,-3.75,-0.48,50ae2f67-84cc-46ee-9206-82c7e9ea74a9,2.74
410,Chris Richard,PF,MIN,52,10.7,-3.24,-0.56,-3.80,-0.39,863062e8-d8a8-40f2-ac99-b7d349b6bad4,2.83
411,Paul Davis,C,LAC,22,8.8,-3.02,-0.82,-3.83,-0.14,bd0860e5-59ad-41be-9982-39f9b9749451,3.08
412,Jeff Green,PF,SEA,80,28.2,-2.00,-1.87,-3.87,-1.76,7b8c3764-3a93-4a68-8e2f-2c6da5cce083,1.4600000000000002
413,Eric Piatkowski,SG,PHX,16,7.1,-2.13,-1.75,-3.88,-0.09,f193b4fc-173e-4b82-a937-ad33f0be183a,3.1300000000000003
414,Linton Johnson,PF,PHX/TOR,8,7.9,-2.33,-1.57,-3.90,-0.05,0ea74f52-26ec-48fe-9ee7-63b403e6cbe7,3.1700000000000004
415,Acie Law,PG,ATL,56,15.4,-2.52,-1.40,-3.92,-0.67,7fda371d-2bb5-4db3-a1cf-c91e9ad9a5a7,2.5500000000000003
416,Aaron Williams,C,LAC,30,9.9,-3.64,-0.31,-3.95,-0.24,f01bd8ac-7c4a-48e8-8480-b319dbe8bacd,2.9800000000000004
417,Shareef Abdur-Rahim,PF,SAC,6,8.5,-3.05,-0.95,-4.00,-0.04,fe3dd58a-1354-44f3-8d09-e6c39cb1cca5,3.18
418,Kyrylo Fesenko,C,UTAH,9,7.8,-3.34,-0.70,-4.05,-0.06,ee3a0e70-14d0-40cf-a26a-94ef6afbdb77,3.16
419,Troy Hudson,PG,GS,9,10.3,-2.63,-1.42,-4.05,-0.09,4ee1594b-0740-48fe-bbb1-e0f252e4a70c,3.1300000000000003
420,Greg Buckner,SG,MIN,31,16.8,-2.06,-2.00,-4.07,-0.47,47e6319b-cbda-476c-81ff-3f285baa2ad5,2.75
421,Chris Mihm,C,LAL,23,12.1,-3.36,-0.73,-4.09,-0.26,3e70578a-d283-47a8-be40-0deb86b22873,2.96
422,Maurice Ager,SF,DAL/NJ,26,6.3,-1.96,-2.15,-4.11,-0.15,3190a76e-2568-4aab-b5ce-43fbee1e101b,3.0700000000000003
423,Morris Almond,SG,UTAH,9,4.3,-2.90,-1.30,-4.20,-0.04,f2fa73f9-6841-496d-9086-6ee8fc1892e1,3.18
424,Earl Boykins,PG,CHA,36,16.0,-1.50,-2.70,-4.20,-0.55,f926e81f-3df9-4cc8-8885-1a5cb77ece58,2.67
425,Damien Wilkins,SG,SEA,76,24.3,-0.79,-3.44,-4.23,-1.93,26e237dc-6469-4db4-895f-b70c1b217658,1.2900000000000003
