,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
0,Stephen Curry,PG,GS,80,32.7,11.41,-0.49,10.92,25.77,9c7a1a07-4978-474c-b472-3cb227f9e4cf,30.91
1,Chris Paul,PG,LAC,82,34.8,5.41,1.45,6.87,19.13,40b1fb2d-fa62-4821-ad86-82eb61726f8c,24.27
2,LeBron James,SF,CLE,69,36.1,6.25,0.06,6.30,15.21,bedcfe40-c385-484d-85bc-e13eb14254ca,20.35
3,Kyle Korver,G,ATL,75,32.2,4.11,1.78,5.90,14.53,8803f3ad-893e-4541-ba72-7be494dbf1c4,19.669999999999998
4,Kevin Durant,PF,OKC,27,33.8,5.19,0.50,5.69,5.46,5dde60a0-ddd0-444a-a30d-af49c13df613,10.6
5,James Harden,SG,HOU,81,36.8,6.10,-0.70,5.40,16.90,5a4ef6ab-300d-469b-b1b5-a2aa94d3df73,22.04
6,Kawhi Leonard,SF,SA,64,31.8,1.97,3.30,5.28,11.14,bb8bd3e8-4f7b-4762-b826-6ec2afcb7028,16.28
7,Danny Green,F,SA,81,28.5,2.44,2.83,5.27,12.50,bd88d7f7-4a74-408f-820c-ea299f764b71,17.64
8,Anthony Davis,PF,NO,68,36.1,3.02,2.24,5.26,13.26,9ea8ac65-27b8-4853-a067-93d8f0356f5c,18.4
9,Wesley Matthews,SG,POR,60,33.7,2.13,3.07,5.20,11.03,bb09e0ae-34a0-4be2-bbc8-99ecaea9fd88,16.169999999999998
10,Khris Middleton,SF,MIL,79,30.1,1.60,3.26,4.85,12.28,982a6f07-c5fd-4eab-b8d8-4b4c908ed392,17.419999999999998
11,Draymond Green,PF,GS,79,31.5,1.93,2.66,4.60,13.07,c11cfa25-fa01-4b4b-8338-40cee9f624df,18.21
12,Russell Westbrook,PG,OKC,67,34.4,8.80,-4.46,4.34,11.70,1dc36313-c835-4a5d-b3f4-2cc5ba66d82e,16.84
13,Kyle Lowry,PG,TOR,70,34.5,3.25,0.93,4.17,11.31,09855ef9-5497-4128-8dc1-db0500f2491e,16.45
14,Klay Thompson,SG,GS,77,31.9,4.86,-0.72,4.13,12.03,8b3293db-f894-424e-98df-3fefff3c890f,17.169999999999998
15,JJ Redick,SG,LAC,78,30.9,2.23,1.61,3.84,10.96,ecfa5a5a-254d-42bd-9b29-2ee0ed1513e7,16.1
16,Eric Bledsoe,SG,PHX,81,34.6,2.84,0.89,3.74,12.78,b2828eae-b187-41af-a5a3-bd57bd65e462,17.919999999999998
17,George Hill,PG,IND,43,29.5,2.35,1.21,3.56,5.34,c5b9f92b-8034-4815-ae8f-041729580eed,10.48
18,Isaiah Thomas,G,PHX/BOS,67,25.8,5.13,-1.61,3.52,7.61,d58940dd-f169-4591-a37a-958b80403a19,12.75
19,Kelly Olynyk,PF,BOS,64,22.3,3.06,0.34,3.40,6.04,72b02029-e21a-4a2a-abf8-b2503de47678,11.18
20,John Wall,PG,WSH,79,35.9,3.39,-0.04,3.35,11.80,068c66d2-3a05-48a8-93f3-b45e53b5f410,16.94
21,Anthony Morrow,SG,OKC,74,24.4,3.17,0.12,3.29,7.74,b3b740da-3e61-4ed2-b41d-5dcade3f2f26,12.879999999999999
22,Zach Randolph,F,MEM,71,32.5,-0.01,3.21,3.20,8.98,a213f52e-0ad3-4d46-8911-ad35c7438b82,14.120000000000001
23,Jared Dudley,SF,MIL,72,23.8,-0.21,3.32,3.11,6.71,f28ab262-881f-4675-8200-d5e15f93195e,11.85
24,Ben McLemore,SG,SAC,82,32.6,0.56,2.51,3.06,10.67,c65f73ca-4600-4beb-b523-19a269ae53ad,15.809999999999999
