,player,salary,year,perc,perc_score,team,uuid
0,LeBron James,30963450.0,2016,0.24091853683288067,58.042,CLE,bedcfe40-c385-484d-85bc-e13eb14254ca
1,Kevin Love,21165675.0,2016,0.16468460239670585,27.121,CLE,2b2bcfdb-1fd0-4251-8a58-1c9bc6c4e887
2,Kyrie Irving,17638063.0,2016,0.13723717255429127,18.834,CLE,6d2b90d8-a081-461e-bb70-05ec06577d87
3,Tristan Thompson,15330435.0,2016,0.11928212034549067,14.228,CLE,8924bcf0-5189-47c0-8cd6-94fb2bfbd875
4,JR Smith,12800000.0,2016,0.09959346492270314,9.919,CLE,8e853379-163d-463c-8827-d80647c8dd79
5,Iman Shumpert,9662922.0,2016,0.07518467837951691,5.653,CLE,2e7e290a-bac0-4f78-91b3-9080494fbb70
6,Channing Frye,7806971.0,2016,0.060744007221957864,3.69,CLE,f521a6f7-c63d-4537-8b28-1de83ebf2dbe
7,Kyle Korver,5239437.0,2016,0.04076669414642289,4.077,CLE,8803f3ad-893e-4541-ba72-7be494dbf1c4
8,Richard Jefferson,2500000.0,2016,0.019451848617715456,1.945,CLE,ae0878bd-1bac-4208-9e7f-77d7fd358a1f
9,James Jones,1551659.0,2016,0.0120730543897263,1.207,CLE,73314c74-f00a-476f-aa94-e04bfc80d491
10,DeAndre Liggins,991797.0,2016,0.0077169140414017345,0.772,CLE,c4f3e6c1-5352-4c49-b00d-74c289da08c8
11,DeAndre Liggins,23898.0,2016,0.00023348158798665422,0.023,DAL,c4f3e6c1-5352-4c49-b00d-74c289da08c8
12,Jordan McRae,874636.0,2016,0.00680531482704167,0.681,CLE,a691389c-6167-49e3-83c0-11dd5da6b91d
13,Kay Felder,543471.0,2016,0.0042286062480473745,0.423,CLE,4889e66a-7cd3-4695-b9db-b87beb4fdc5d
14,Derrick Williams,422145.0,2016,0.0032846002538901966,0.328,CLE,97f16e19-febc-48e2-8811-4667ef0ce8f4
15,Derrick Williams,4598000.0,2016,0.04564189850841918,4.564,MIA,97f16e19-febc-48e2-8811-4667ef0ce8f4
16,Deron Williams,410733.0,2016,0.0031958064553200493,0.32,CLE,57b01acc-6f51-43b8-8059-7117e6d0066f
17,Deron Williams,9000000.0,2016,0.08792929499873997,7.732,DAL,57b01acc-6f51-43b8-8059-7117e6d0066f
18,Deron Williams,5474787.0,2016,0.06644845883461593,4.415,BKN,57b01acc-6f51-43b8-8059-7117e6d0066f
19,Andrew Bogut,383351.0,2016,0.0029827542477799352,0.298,CLE,d96147fc-88ce-422f-b440-0fc011fac2d5
20,Andrew Bogut,11027027.0,2016,0.1300735167771601,16.919,PHI,d96147fc-88ce-422f-b440-0fc011fac2d5
21,Larry Sanders,207722.0,2016,0.001616230759427636,0.162,CLE,c602180d-b2a2-44a3-9b7e-db86c0efc8d7
22,Larry Sanders,5000000.0,2016,0.05195027730902177,2.699,MIL,c602180d-b2a2-44a3-9b7e-db86c0efc8d7
23,Dahntay Jones,24022.0,2016,0.00018690892299790427,0.019,CLE,7a09163e-be6d-48e1-9a2a-7f0e068a0a22
24,Walter Tavares,6000.0,2016,4.6684436682517094e-05,0.005,CLE,7703b629-c15e-40b3-88de-a36848ce61e6
25,Walter Tavares,1000000.0,2016,0.010382581193368276,1.038,ATL,7703b629-c15e-40b3-88de-a36848ce61e6
26,Damian Lillard,24328425.0,2016,0.20319027038282775,41.286,POR,78f04da4-220a-4294-9fd6-b4243df8f5b7
27,Allen Crabbe,18500000.0,2016,0.15451144092074653,23.874,POR,1b8643b7-a016-4331-9eeb-8a21f573534c
28,Evan Turner,16393443.0,2016,0.13691754051795274,18.746,POR,17fa311f-1a3f-4191-928a-49ae773e864b
29,Anderson Varejao,9300000.0,2016,0.07767331894934826,6.033,POR,5ced13cf-0b2b-4044-acd8-625bd3ffaa6b
30,Anderson Varejao,1551659.0,2016,0.015274514153613578,1.527,GS,5ced13cf-0b2b-4044-acd8-625bd3ffaa6b
31,Meyers Leonard,9213484.0,2016,0.07695073993190506,5.921,POR,08887a09-2b21-4b1f-9a16-1356b1b864dd
32,Moe Harkless,8988764.0,2016,0.07507388528305585,5.636,POR,dd55b202-0f6d-48f8-9f32-a1e1eaff5ada
33,Al-Farouq Aminu,7680965.0,2016,0.06415118755739578,4.115,POR,19d25609-3918-439a-ad70-056b94fb1549
34,Festus Ezeli,7400000.0,2016,0.061804576368298614,3.82,POR,c6d3f36e-2373-4b35-97f4-2106bdbdbd64
35,Ed Davis,6666667.0,2016,0.055679801313988676,3.1,POR,bf153be4-58db-44ae-8c5f-8dab021119c7
