,player,salary,year,perc,perc_score,team,uuid
0,Jason Kidd,19728000.0,2007,0.19399206915817266,37.633,DAL,4f6cd300-77de-4617-918f-8ab84d906538
1,Michael Finley,18593750.0,2007,0.18283860684863001,33.43,DAL,73c724d7-8b98-491b-acc0-1fd6eeea2414
2,Michael Finley,3103000.0,2007,0.04429786478153151,4.43,SA,73c724d7-8b98-491b-acc0-1fd6eeea2414
3,Dirk Nowitzki,16360094.0,2007,0.16087431501835997,25.881,DAL,41454901-7576-4ff8-89a6-6763f727d2d8
4,Erick Dampier,10590500.0,2007,0.10413995379256019,10.845,DAL,c31ab4d8-7d51-4157-a534-1648d05c4c27
5,Josh Howard,9000000.0,2007,0.08850003155026125,7.832,DAL,4f226b91-2fcf-453e-a6a9-0c9428bab7aa
6,Jason Terry,8898000.0,2007,0.08749703119269162,7.656,DAL,62b3e3ec-25cd-4ccb-a3fe-c6d448c8a7fb
7,Jerry Stackhouse,6750000.0,2007,0.06637502366269593,4.406,DAL,cad4bcad-272d-4165-aa5f-cd084acdca21
8,Devean George,2369111.0,2007,0.023296266471785666,2.33,DAL,ee393253-12db-4147-ad4f-251b80f81a1e
9,Eddie Jones,1830000.0,2007,0.017995006415219787,1.8,DAL,6b241fe1-c80c-41a2-92ea-b47e81c2a631
10,Didier Ilunga-Mbenga,1800000.0,2007,0.01770000631005225,1.77,DAL,d67535fc-647d-48b1-ac0e-665e3cd86afa
11,Didier Ilunga-Mbenga,434091.0,2007,0.005977008816415363,0.598,LAL,d67535fc-647d-48b1-ac0e-665e3cd86afa
12,Didier Ilunga-Mbenga,249478.0,2007,0.004014236720188482,0.401,GS,d67535fc-647d-48b1-ac0e-665e3cd86afa
13,Antoine Wright,1680600.0,2007,0.016525905891485452,1.653,DAL,de90cdcf-cdc7-41a4-a9a6-fe3d60acd336
14,Juwan Howard,1211197.0,2007,0.011910108079286864,1.191,DAL,186702f1-7e05-403b-a0c6-86d9fd01ddbd
15,Juwan Howard,6883800.0,2007,0.09970179115763965,9.94,MIN,186702f1-7e05-403b-a0c6-86d9fd01ddbd
16,Malik Allen,998398.0,2007,0.00981758383330197,0.982,DAL,6c881a9f-326a-4c7c-8b77-64040bbf30b8
17,Brandon Bass,770610.0,2007,0.0075776677014385355,0.758,DAL,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27
18,Jose Juan Barea,687456.0,2007,0.006759986409935155,0.676,DAL,9fa90e0e-44a5-482a-8cad-924f887ef80b
19,Nick Fazekas,427163.0,2007,0.004200437664122694,0.42,DAL,c7e1c502-5a34-4b04-ab02-b421c684a8ce
20,Stephon Marbury,19012500.0,2007,0.19765544721155023,39.068,NY,49401b77-f61b-4893-84a9-9fcb6c460515
21,Zach Randolph,13333333.0,2007,0.1386143798519669,19.214,NY,a213f52e-0ad3-4d46-8911-ad35c7438b82
22,Eddy Curry,8947543.0,2007,0.0930193616362696,8.653,NY,46da6da0-5491-4b44-a1ee-0c8dc6b9673e
23,Quentin Richardson,8105500.0,2007,0.08426541629839424,7.101,NY,fb70095c-b1f8-411d-bdb6-dd3303d2630d
24,Jamal Crawford,7920000.0,2007,0.08233694369049194,6.779,NY,70633ba1-a422-425a-9f14-b65fc0aea757
25,Jerome Williams,7639400.0,2007,0.0794198039935788,6.308,NY,9e20ebe5-a960-45c0-a5ae-73a104949c99
26,Malik Rose,7101250.0,2007,0.07382515421491236,5.45,NY,b21b3fd5-9881-4b62-bff1-4c185eba3f61
27,Jerome James,5800000.0,2007,0.06029725674303702,3.636,NY,6e5343ae-75e8-41d2-98fa-51828776808b
28,Jared Jeffries,5632200.0,2007,0.05855279472898847,3.428,NY,d463a9b1-da47-4ffb-90d5-ecf25f75b3be
29,Fred Jones,3300000.0,2007,0.034307059871038305,3.431,NY,cf469a2d-21f4-4a9b-9173-80c413b1d9b2
30,Dan Dickau,2990028.0,2007,0.03108456654911543,3.108,NY,8ac841f3-2a4c-4ae4-bd7d-6e607025ef6f
31,Dan Dickau,926678.0,2007,0.014290013353545744,1.429,LAC,8ac841f3-2a4c-4ae4-bd7d-6e607025ef6f
32,Renaldo Balkman,1280640.0,2007,0.013313634288862574,1.331,NY,2e81b2b9-66ed-4ce3-bf70-a8ebffe01d68
33,Nate Robinson,1268160.0,2007,0.013183891226077557,1.318,NY,ad748b99-6c60-4e38-b6f9-6d10f2684150
34,Wilson Chandler,1091640.0,2007,0.011348775405339472,1.135,NY,9eea52e7-851e-4b26-87cb-f7e6ff9dd2fe
35,David Lee,990600.0,2007,0.010298355608560772,1.03,NY,9a0b78fa-a6ca-4efb-adf6-722750145382
36,Mardy Collins,967320.0,2007,0.01005633489528872,1.006,NY,b18d4d00-a094-40e2-b6f5-696315283a91
37,Randolph Morris,810000.0,2007,0.008420823786527584,0.842,NY,ca8b6baf-ec90-4185-b05f-df42dfbd7022
38,Allen Iverson,19012500.0,2007,0.22918160967929077,52.524,DEN,bd09a88b-9e70-4aaa-8101-9fdaaa7ef878
39,Kenyon Martin,13250000.0,2007,0.15971893902698764,25.51,DEN,ce9c2320-705d-4df5-9f4f-dd335fdd24fa
40,Carmelo Anthony,13041250.0,2007,0.15720261234609076,24.713,DEN,5aba723b-d598-4f57-ad9d-66759ddbc5bf
41,Marcus Camby,11250000.0,2007,0.13561041992857442,18.39,DEN,daabe87b-5399-40dc-9a97-5c08300da5a5
42,Nenê,8840000.0,2007,0.10655965441498648,11.355,DEN,26f1a74d-80a0-429c-bd75-4f1943f01109
43,Eduardo Najera,4952380.0,2007,0.05969727390629986,3.564,DEN,6faa55d4-a225-48b3-8af3-85c447fc87ec
44,Steven Hunter,3248000.0,2007,0.039152235015823086,3.915,DEN,eab9cc7d-a3e9-43b4-84c3-210a5ac25741
45,Chucky Atkins,3000000.0,2007,0.036162778647619846,3.616,DEN,e3632248-9422-4a14-b67d-925115d53ce4
46,JR Smith,2134067.0,2007,0.025724597513396712,2.572,DEN,8e853379-163d-463c-8827-d80647c8dd79
47,Anthony Carter,1103225.0,2007,0.013298560491173467,1.33,DEN,72207067-db52-4aa0-8f3f-4b88d7a7f5f2
48,Linas Kleiza,1011360.0,2007,0.012191195937685601,1.219,DEN,6699858e-1320-49fa-896c-8f35a7459242
49,Yakhouba Diawara,687456.0,2007,0.008286773052659383,0.829,DEN,9be5d7c6-b5ca-43c0-98f6-44b242628bbe
50,Bobby Jones,687456.0,2007,0.008286773052659383,0.829,DEN,df9f093b-4de2-4e15-be48-b5bf66ea851a
51,Bobby Jones,85932.0,2007,0.001587848124318833,0.159,MEM,df9f093b-4de2-4e15-be48-b5bf66ea851a
52,Taurean Green,427163.0,2007,0.005149133671817745,0.515,DEN,7a717115-ea7d-45e0-b035-93ff9921c935
53,Mike Wilks,162281.0,2007,0.0019561772939047984,0.196,DEN,4ffb0b05-5be8-45f6-8ee2-d3354050aa74
54,Mike Wilks,67151.0,2007,0.001028676972911777,0.103,WSH,4ffb0b05-5be8-45f6-8ee2-d3354050aa74
55,Jelani McCoy,151089.0,2007,0.0018212660210300783,0.182,DEN,9b5565ef-c271-45b7-933e-fc4e373129df
56,Ben Wallace,15500000.0,2007,0.18852415060656794,35.541,CLE,59af6d1d-a322-41e8-9b64-220eecc0185a
57,LeBron James,13041250.0,2007,0.15861874703857445,25.16,CLE,bedcfe40-c385-484d-85bc-e13eb14254ca
58,Wally Szczerbiak,12775000.0,2007,0.15538038864509068,24.143,CLE,baa92d68-b6f6-4351-9d24-ccb6b6cf4d9f
59,Zydrunas Ilgauskas,10142156.0,2007,0.12335750614318107,15.217,CLE,de4d2b63-1ed2-4e1a-8669-c886bb1cdcf0
60,Eric Snow,6703125.0,2007,0.08152909335707424,6.647,CLE,6c7a3fbe-8815-48f4-9fd5-dd9a2f341775
61,Anderson Varejao,5356000.0,2007,0.06514421617088889,4.244,CLE,5ced13cf-0b2b-4044-acd8-625bd3ffaa6b
62,Joe Smith,5200000.0,2007,0.06324681181639699,4.0,CLE,f7dcee6c-783e-4e7c-b065-6f6e5f9adb69
63,Aleksandar Pavlovic,4250000.0,2007,0.0516921058114783,2.672,CLE,61f0cf8d-fa57-439b-9167-a06a5232e304
64,Damon Jones,4172432.0,2007,0.050748657984752484,2.575,CLE,4f39fd49-af13-4c1a-b3cb-09a7153f9b38
65,Delonte West,1889760.0,2007,0.022984864441952763,2.298,CLE,53f3fc32-3d83-4c2a-b5d0-0681601e633d
