,player,salary,year,perc,perc_score,team,uuid
0,LeBron James,33285709.0,2017,0.24168604288874895,58.412,CLE,bedcfe40-c385-484d-85bc-e13eb14254ca
1,Kevin Love,22642350.0,2017,0.16440508967984024,27.029,CLE,2b2bcfdb-1fd0-4251-8a58-1c9bc6c4e887
2,George Hill,20000000.0,2017,0.1452191046245997,21.089,CLE,c5b9f92b-8034-4815-ae8f-041729580eed
3,Tristan Thompson,16400000.0,2017,0.11907966579217175,14.18,CLE,8924bcf0-5189-47c0-8cd6-94fb2bfbd875
4,JR Smith,13760000.0,2017,0.09991074398172459,9.982,CLE,8e853379-163d-463c-8827-d80647c8dd79
5,Jordan Clarkson,11562500.0,2017,0.0839547948610967,7.048,CLE,7ed7efa4-ab55-4027-becc-297aa1179256
6,Kyle Korver,7000000.0,2017,0.05082668661860989,2.583,CLE,8803f3ad-893e-4541-ba72-7be494dbf1c4
7,Cedi Osman,2642857.0,2017,0.019189666359542782,1.919,CLE,05d57d36-ef49-4ceb-8c1d-54f890a17eaf
8,Rodney Hood,2386864.0,2017,0.017330912647034524,1.733,CLE,2feffd33-e5e2-4834-8077-6e5de80fbac3
9,Jose Calderon,2328652.0,2017,0.016908237921114164,1.691,CLE,136a7b48-24ee-423a-957f-3fcabe686994
10,Jeff Green,2116955.0,2017,0.015371115481528471,1.537,CLE,7b8c3764-3a93-4a68-8e2f-2c6da5cce083
11,Ante Zizic,1645200.0,2017,0.01194572354641957,1.195,CLE,1d1037ab-88d7-4317-ac54-1815671afbd6
12,Larry Nance Jr,1471382.0,2017,0.010683638830037636,1.068,CLE,50fc6344-98a2-42cf-8375-def027721c67
13,Okaro White,148316.0,2017,0.0010769158360751064,0.108,CLE,e96f5b21-1aa8-4394-9495-30f131c34002
14,Okaro White,1312611.0,2017,0.013127068801105233,1.313,ATL,e96f5b21-1aa8-4394-9495-30f131c34002
15,Kendrick Perkins,131562.0,2017,0.0009552657921310792,0.096,CLE,e83ab462-df4f-45fd-a36c-24aca460ffc3
16,John Holland,77250.0,2017,0.0005609087916125163,0.056,CLE,d7ce0314-1f7e-4a73-9e05-927f342186de
17,London Perrantes,77250.0,2017,0.0005609087916125163,0.056,CLE,983215b7-50ea-479d-b7f4-1536ec9375a9
18,Marcus Thornton II,46079.0,2017,0.0003345775560998464,0.033,CLE,4b5debe4-dd87-490b-b68b-59eb8a0ca50b
19,Stephen Curry,34682550.0,2017,0.2520348537702899,63.522,GS,9c7a1a07-4978-474c-b472-3cb227f9e4cf
20,Kevin Durant,25000000.0,2017,0.18167266663660106,33.005,GS,5dde60a0-ddd0-444a-a30d-af49c13df613
21,Klay Thompson,17826150.0,2017,0.12954096825456182,16.781,GS,8b3293db-f894-424e-98df-3fefff3c890f
22,Draymond Green,16400000.0,2017,0.11917726931361029,14.203,GS,c11cfa25-fa01-4b4b-8338-40cee9f624df
23,Andre Iguodala,14814815.0,2017,0.10765787787111668,11.59,GS,bd56f727-1302-42ae-b243-bf6722378b35
24,Shaun Livingston,7692308.0,2017,0.05589928427800237,3.125,GS,847b6ccd-7bce-42ff-8ec0-aec1ec919b85
25,Nick Young,5192000.0,2017,0.037729779407089305,3.773,GS,67e5f905-ee48-474b-bc18-45f6bb8d7352
26,Zaza Pachulia,3477600.0,2017,0.025271394619817752,2.527,GS,d4f03cd5-02e2-42f2-8b5b-6ae39c49917e
27,David West,2328652.0,2017,0.01692209674034617,1.692,GS,856056f4-8b4f-40c3-bf6d-7e3f0c145406
28,JaVale McGee,2116955.0,2017,0.015383714399987432,1.538,GS,6220b234-7941-44ed-84f1-9c2d44fd7fb9
29,Omri Casspi,2106470.0,2017,0.01530752088360004,1.531,GS,d01ed97d-a653-4fdc-989b-16857f353c85
30,Kevon Looney,1471382.0,2017,0.010692395663243813,1.069,GS,dca8b9e4-1c22-4fa1-b5bc-db2fe335ee14
31,Patrick McCaw,1312611.0,2017,0.009538621625061422,0.954,GS,abd2680e-ab2a-4b8e-80cc-f8a9100acd1d
32,Damian Jones,1312611.0,2017,0.009538621625061422,0.954,GS,ad3b1124-5844-4c39-af75-4b66910889c3
33,Jason Thompson,893333.0,2017,0.006491767532178989,0.649,GS,d41f3dc3-97fb-4ee8-b49b-0fe526a3fd52
34,Jordan Bell,815615.0,2017,0.0059269980799524545,0.593,GS,422b346a-cc4f-446a-bc6d-9d610e65038c
35,Quinn Cook,89832.0,2017,0.0006528007595719658,0.065,GS,ea597b5a-cf3a-440c-bf13-076a83504ca9
36,Quinn Cook,100000.0,2017,0.0010000730453352312,0.1,ATL,ea597b5a-cf3a-440c-bf13-076a83504ca9
37,Chris Boucher,77250.0,2017,0.0005613685399070972,0.056,GS,4746f03b-d2ed-41e6-95e8-acb804ba2c02
38,Russell Westbrook,28299399.0,2017,0.21035027856022806,44.247,OKC,1dc36313-c835-4a5d-b3f4-2cc5ba66d82e
39,Carmelo Anthony,26243760.0,2017,0.19507065243568497,38.053,OKC,5aba723b-d598-4f57-ad9d-66759ddbc5bf
40,Steven Adams,22471911.0,2017,0.16703438608822233,27.9,OKC,02815787-f72f-4342-874d-4a5588d6e030
41,Paul George,19300000.0,2017,0.1434574768252994,20.58,OKC,b39db48f-c114-4524-993d-2be28eda83a9
42,Andre Roberson,9259260.0,2017,0.06882435631447782,4.737,OKC,b8443720-1a84-4640-865c-7730146df63d
43,Alex Abrines,5725000.0,2017,0.042554096104913945,4.255,OKC,e940eaf3-1002-4f33-b062-58d4c0d6f983
44,Patrick Patterson,5192000.0,2017,0.03859229117497174,3.859,OKC,363646a1-0fcc-44f4-90ef-82f85b8da460
45,Kyle Singler,4666500.0,2017,0.034686233969184445,3.469,OKC,8817356c-c4c7-4375-aaa1-012a0e32e29b
46,Ronnie Price,2442455.0,2017,0.018154841013437135,1.815,OKC,66089446-928e-47cc-b864-8886057a1f22
47,Raymond Felton,2328652.0,2017,0.01730893991317032,1.731,OKC,5b8b373b-0b23-48de-90d9-2d45dfc36349
48,Nick Collison,2328652.0,2017,0.01730893991317032,1.731,OKC,20b890b1-5852-4e93-afd5-192bc63a17e0
49,Terrance Ferguson,1785000.0,2017,0.013267958348868366,1.327,OKC,48a5191e-fba7-4031-9dee-5dc0da11d19b
50,Jerami Grant,1524305.0,2017,0.011330204622393161,1.133,OKC,82993cd3-e5eb-42d2-8775-82df0d110996
51,Josh Huestis,1471382.0,2017,0.01093682638166646,1.094,OKC,6f6548ca-e777-40f1-96c1-bbed9520b981
52,Dakari Johnson,815615.0,2017,0.0060624906715474915,0.606,OKC,dc0a3c0f-41ee-4b1f-8edb-ac32315ca848
53,Corey Brewer,526249.0,2017,0.0039116245451729014,0.391,OKC,100fd516-b358-4452-97ae-b8d77d2194f3
54,Corey Brewer,7579366.0,2017,0.07349577277170224,5.402,LAL,100fd516-b358-4452-97ae-b8d77d2194f3
55,Daniel Hamilton,77250.0,2017,0.0005742015587955637,0.057,OKC,98baa0ab-f62e-4531-998b-a0ec32d461d2
56,PJ Dozier,77250.0,2017,0.0005742015587955637,0.057,OKC,229e5dd4-587a-4089-b339-580d61274e8c
57,Chris Bosh,25289390.0,2017,0.18925731319048125,35.818,MIA,ce7ae779-d64a-4736-86b2-4184fd5871fb
58,Hassan Whiteside,23775506.0,2017,0.17792791306172928,31.658,MIA,fecc4b80-2706-4c8f-864e-44b1d6a48aac
59,Goran Dragic,17000450.0,2017,0.12722566617973455,16.186,MIA,dc0edf7c-2ffc-499d-887c-f5177f69cad7
60,James Johnson,13734000.0,2017,0.10278064988353097,10.564,MIA,783c912e-0998-4d1f-9884-0c69ecd9cbdf
61,Dion Waiters,12100000.0,2017,0.09055234189534912,8.2,MIA,ba757744-1cd1-40ec-91bb-a76d0795f57c
62,Kelly Olynyk,12007169.0,2017,0.08985762582506093,8.074,MIA,72b02029-e21a-4a2a-abf8-b2503de47678
63,Wayne Ellington,6270000.0,2017,0.046922577163953635,4.692,MIA,6f7f81f9-6dea-4e90-a93d-f92089f0b816
64,Tyler Johnson,5821260.0,2017,0.04356435750262149,4.356,MIA,0e8937a0-8727-40dd-bc87-5fd1a8c02fbe
65,Justise Winslow,2705040.0,2017,0.02024361214219795,2.024,MIA,45fac82e-bc33-42f0-b47b-09a7e4e5dc7e
66,Bam Adebayo,2490360.0,2017,0.01863701902169435,1.864,MIA,a0b335f7-8a52-4164-91c5-0090952103a4
67,Udonis Haslem,2328652.0,2017,0.017426850583412274,1.743,MIA,4dc4d675-85a3-4d26-b601-3a34e1f6eab7
68,Dwyane Wade,2328652.0,2017,0.017426850583412274,1.743,MIA,911c5842-c4ce-4684-a479-31e7220e6277
69,Dwyane Wade,15550000.0,2017,0.17188625913720548,29.545,CHI,911c5842-c4ce-4684-a479-31e7220e6277
70,Luke Babbitt,1974159.0,2017,0.014773943861469465,1.477,MIA,4a674003-3498-4f64-8ab9-c1754c1289e8
71,Josh Richardson,1471382.0,2017,0.011011329415096081,1.101,MIA,c6009526-2589-40f2-8a6a-47418c873228
72,Jordan Mickey,1471382.0,2017,0.011011329415096081,1.101,MIA,ab497161-88aa-450a-8945-330d776d43fc
