,player,uuid
376,John Turner,e1556e08-68e2-4027-ad55-7686e066f851
377,Carl Herrera,83c3eaf8-6534-41fc-a0c3-f56f7314267d
378,Doug Smith,8352df14-2de9-453b-a09f-c311ae54390b
379,Mike Iuzzolino,09ef894f-555f-48e8-94de-f9c0a60330f4
380,Donald Hodge,741ab5c9-053d-423d-84f8-fec1e6affb45
381,LeRon Ellis,6d02c272-35f2-4459-a9ee-f69d9b0cf5fb
382,Elliot Perry,be114205-0eca-4979-975e-f3c614fedd56
383,Lanard Copeland,8aa18b0a-f5ae-4d22-aca2-193a444dd255
384,Stacey Augmon,5a3e9fd3-c9fe-4c9f-ad4f-e9b2e05ad6c0
385,Rodney Monroe,73a6197d-9ba8-4a9d-80ea-dd5ae3b6a240
386,Paul Graham,d65ded8b-6f90-4e7d-9b2c-56438f1a7fb1
387,Eric Murdock,2d3af441-a2c1-4967-8352-336899ed581b
388,David Benoit,e865af81-205e-4dec-b397-85148288bf2c
389,Corey Crowder,0818e65a-5be6-4b58-8bf4-457747b2c82b
390,Isaac Austin,72eada86-818c-4b34-8885-a50368816b1b
391,Lamont Strothers,a11b7b69-edea-496f-a04d-490bb51681f6
392,Ennis Whatley,7ed21f82-d3c5-481b-b607-3f60df3c5d56
393,Robert Pack,344405ce-a359-4e3b-b786-b8af595abb16
394,LaBradford Smith,e8714ece-dff6-4f5a-aca4-11c4ac443508
395,Larry Stewart,56eab932-2203-4a5d-958a-e88beb28af61
396,Larry Johnson,d8b862bc-d388-4f95-bab2-d51913dffce3
397,Mike Holton,aff51c60-305e-42e1-b13b-37329008ff22
398,Kenny Anderson,a8644ea2-3e28-4207-98be-fda50363c248
399,Rafael Addison,1a725fb8-ee1a-4174-8212-c8c0bc2c39bb
400,Doug Lee,af2e7014-f6eb-4bac-baa9-f0d6f530fb29
401,Billy Owens,6f305820-727c-4146-97e9-536f44a43ce3
402,Victor Alexander,e1bd51b7-0428-40c5-bfd1-fc980efd7daf
403,Chris Gatling,91a83481-28a4-45a5-b350-4cc0cc050926
404,Vincent Askew,e35ff4d6-413d-4381-877f-1b90369097a5
405,Anthony Bonner,8f6e2aeb-76e1-4186-847f-deefa294b5fc
406,Pete Chilcutt,7a1d1bf5-3632-46a1-99b9-16447376195d
407,Randy Brown,8f36f9da-c300-43d1-ac60-8fca68c80007
408,Jawann Oldham,418204e2-93b2-448e-909a-5d07ea250651
409,Bobby Phills,d469a9f0-ccd7-44dc-87d1-366db7ec215f
410,Greg Anthony,c9961f2c-2cd0-42ee-80bb-9553fc139f92
411,Stuart Gray,8841c28b-078b-42b2-a29f-4e36e461d8b3
412,Anthony Mason,d7367804-3951-4de4-9c1a-1e1ba71a8719
413,Patrick Eddie,feb30b74-1af4-4bb3-a299-7b3de4537eee
414,Bison Dele,da34bace-e9eb-4a47-9290-2fb111828d61
415,Stanley Roberts,a9ba88c4-03a6-489f-a143-4094c05fda22
416,Dikembe Mutombo,8e555f1d-241c-4438-8bb0-ed81079037e9
417,Mark Macon,a9cefcae-c1aa-499c-84e9-c69a1a866dec
418,Kevin Brooks,a6313339-63e1-4a10-9e8f-d6a3b028f395
419,Reggie Williams,530a4573-76b3-4e23-855a-2089125f7811
420,Greg Sutton,6da41b42-5b3b-4a03-8f5b-ce69303b5912
421,Tom Copa,4b9aa9ee-a38f-4912-9fb7-229c584db757
422,Donald Royal,ab9b16a9-9f0a-445a-9ab6-d76cd9f67511
423,Steve Smith,0ecd82f9-eb94-4739-8623-7f23355c740f
424,Jeff Sanders,5ee0be73-b3a5-4dd1-a6bd-59908a6512f8
425,Luc Longley,8901f6d9-ddbd-4515-a43a-ed710350884e
426,Myron Brown,2ac4dc58-d6c4-444a-9e3f-8dd587214d34
427,Dan Godfread,c6de52c7-0802-4d49-9df8-3988b8ad5af0
428,Dino Radja,f5e6c322-1464-4afd-b08d-ecfbc5f9c593
429,Marcus Webb,8d40a178-5467-4bab-88fb-fa7f5daf5e6e
430,Jay Guidinger,5a7ffa01-4473-4fcd-9283-ac2697ced9eb
431,Anthony Peeler,d6e2ba43-0c0f-471f-87b0-ee1eb89d608c
432,Alex Blackwell,8d09c0dc-a771-48aa-9b0f-13f0570a4149
433,Duane Cooper,e32fc429-3b10-4a7d-89eb-27a29a0deb13
434,Corey Williams,a5ffe8e9-5f33-49d1-9171-0f36b37e2dd9
435,Ricky Blanton,e78bded1-71e7-45f3-9156-ffda485b3363
436,Vinny Del Negro,bf138b0e-c99c-4cf7-9bfd-3f2cb3f19bb3
437,Lloyd Daniels,fb36c757-5523-4856-bf87-c9f94df4fe37
438,Sam Mack,c412544c-f35e-4218-ac3f-471b2d96874e
439,Matt Othick,99004bf7-a03a-47bd-87ff-974eaac6e6b6
440,Adam Keefe,38c22e22-40b5-46a8-993f-cb085741265e
441,Clarence Weatherspoon,167131ad-0022-4e54-93f1-c90e105275c4
442,Tom Gugliotta,41095aba-b184-4ede-b27a-b060df0bb514
443,Don MacLean,5785590e-bc94-40d3-92f5-827839c5ffb8
444,Brent Price,56869f17-2697-4619-934e-099fd23b2cbc
445,Doug Overton,955d7327-ee21-4b24-8f84-18ff79bdb5eb
446,Tracy Murray,1a69b043-d179-4022-b07c-0eae311d42ab
447,Dave Johnson,66584880-4b04-4b0a-b6ff-82a788792900
448,Reggie Smith,cd43c436-79b0-4bbe-b085-7918de96edce
449,Dan O'Sullivan,70c82b75-54cd-42cc-aa68-680877209d7b
450,Malik Sealy,546d0f2a-84fd-4963-8d26-665e56d98616
451,Robert Horry,93669feb-37a9-4d9c-a3e5-8ecb16893011
452,Curtis Blair,033b01ac-4fc5-417e-b372-bc4c00ccf033
453,Latrell Sprewell,0bfd9d49-7871-4504-a406-32c8c6fe5e86
454,Byron Houston,d276db3b-324f-4cfb-8737-d0074deb43d1
455,Keith Jennings,b91a2a46-fd86-4bb6-adf0-942445a9c711
456,Harold Miner,cb9d1c3a-b10c-41df-bb84-05c7f0e37dbf
457,Matt Geiger,fba26ae0-efa6-4b02-9eaf-3ab8756e54e6
458,Shaquille O'Neal,4780ef7e-7c65-4ab0-b2ab-239f446cf97e
459,Anthony Bowie,de3021e1-46e5-48d4-8e56-d1ef5fb57465
460,Chris Corchiani,8577fe94-7b04-4fe2-8ce1-13bd50cd2c84
461,Litterial Green,696f0fc8-fc67-4a2b-87ab-0c0a0366910f
462,Ron Grandison,e309bed8-fe79-4d45-8d52-bac08e108ddf
463,Howard Wright,fc1859e1-882d-46eb-b166-b7bcc651ccd5
464,John Crotty,136cd263-ba67-449d-ab12-5401d727c24e
465,Stephen Howard,ddb0be76-03d2-406e-bdcc-a272cd6e6cf6
466,Tim Legler,d632d546-1999-4622-8a3a-9ae873a6937d
467,Randy Woods,446de438-9733-4809-9962-efdc5bd52047
468,Elmore Spencer,aedab071-1e24-4fcf-b6d7-51f6f7747673
469,Jaren Jackson Jr,7aec1b81-273c-4a2e-96ab-7f1043c16a78
470,Tito Horford,1371e687-3319-4559-aac3-51111c195c41
471,Oliver Miller,a4b7fa82-8d6e-430e-bd60-3f116ef98fa3
472,Tim Kempton,ecbf877a-db1f-4383-b085-8dcd4b9bd8bc
473,Alex Stivrins,e1cf402b-0d74-4d08-9aab-0ffbdc2fd654
474,Frank Johnson,68796be8-2877-4747-ae0f-617979266b02
475,Richard Dumas,b64ef351-4e14-4998-b718-86b2a35aaca4
476,Alonzo Mourning,a32e66f6-300c-44d3-9755-c4a1891e4399
477,Kevin Lynch,8ba3dc14-b9b5-4984-adc4-dbe7df84c2b9
478,Tony Bennett,64e81356-6096-467f-9748-a6aafeeca4f5
479,Lorenzo Williams,6ab89789-e399-4908-b87a-004229733aeb
480,Corey Gaines,ec452d13-9f15-437a-be01-4f788541e634
481,Todd Day,dc9ffb38-7dca-4815-af25-c00a0fa7b9e8
482,Lee Mayberry,788a379e-14fc-4474-ade5-cec6ee7226f9
483,Anthony Avent,d62b1577-07a9-43a8-9948-3a64c698baaa
484,Jon Barry,7c58917c-b227-40f1-8c47-f9b4ae4e064a
485,Anthony Pullard,cc0f830a-0eb5-4653-8159-394cb0a24d79
486,Hubert Davis,771641c6-eda9-4908-b7dc-4de5744b23c8
487,Eric Anderson,65f61ae2-4ebf-41c4-8705-99bfe16d1f21
488,Isaiah Morris,5704bd4b-11ef-474c-b193-dec417b4622a
489,Walt Williams,12444039-8819-4e46-9134-03ad3406bd4c
490,Stan Kimbrough,71c2b1a1-1e9b-49f9-a00f-c23942e69c7e
491,LaPhonso Ellis,7647cd20-12a1-4cbf-b78c-5f2c3be6b566
492,Bryant Stith,7eedeecd-ac31-4944-8d79-d52bf7ca3df8
493,Robert Werdann,3b7d713a-d218-4e24-943d-f89932a396f5
494,Gary Plummer,3e86d038-dc1d-44d8-b1f1-48840361319e
495,Christian Laettner,2d525dcc-5090-4e3e-899c-1522606bb16c
496,Marlon Maxey,f70fc2f2-66c1-4b57-baff-27fbb5f8ba94
497,Gundars Vetra,fbe53638-9f20-4789-a981-9821eeb4f5f0
498,Chris Smith,fc0a8c8b-62a8-4b23-b946-0c2be590f959
499,Reggie Fox,113ea576-c340-4b71-9068-660d88e71847
500,Sean Rooks,6b3b2aec-65a2-48e4-9ef9-ed5feb8f0ce6
501,Tracy Moore,5e738789-68c1-4791-9e75-f869f45b10f1
502,Brian Howard,68fe2db5-52da-4a87-96b5-1617e2d53adc
503,Steve Bardo,6044dd8a-d398-4a44-8729-5e6a6308b44f
504,Dexter Cambridge,ab655b49-81ba-45ba-beb3-e4cc93446d3e
505,Walter Bond,23e1e6b1-4566-4ca1-99f9-e5f0f9c13845
506,Radisav Curcic,a8b41405-4e76-49e3-a870-35fcb0b19dac
507,Chris Mills,ffc290c9-39b2-41fc-b40f-79b055090e01
508,Gerald Madkins,8913f925-931a-403b-87cc-b36463ba1d9e
509,Sedric Toney,85625130-ba4d-41a4-b48b-77be4c553724
510,Clifford Robinson,024864e9-58dc-47f9-9e64-4e7a4d84d464
511,James Robinson,3a72d690-31ec-4658-9189-248a5e7946a6
512,Kevin Thompson,3b6dd561-1499-46ba-bef9-052aef6cb8ba
513,Doug Christie,98192981-14b8-4c10-ad93-5144b65a3df4
514,George Lynch,009e6453-00c0-466e-acc6-712e3c3ddbee
515,Nick Van Exel,c661c225-c552-4ab7-90b9-110973575f08
516,Antonio Harvey,a4b313e8-110d-4e00-8092-b7a51e4ea940
517,Trevor Wilson,4cec1c1d-afa4-4987-8c08-9852cb488594
518,Doug Edwards,76453bdf-460c-4914-a1b0-644d14e7efcf
519,Malcolm Mackey,6ad29619-3d15-46ff-9ede-dd87a36b455d
520,Joe Courtney,6bdbfaa5-21af-4826-a1d8-84031e872880
521,Terry Dehere,dd905573-fe36-4d53-8bf3-83f37c40547c
522,Rex Walters,2ae7f88e-8031-4814-a521-200566f87dc8
523,PJ Brown,f030b4b2-86d5-408d-9973-8ea9f7eebfc7
524,David Wesley,e4130f45-2741-442e-8312-5f935d607c5f
525,Anfernee Hardaway,16eee61d-7636-4b5a-972e-b8aeb9b5d54b
526,Chris Whitney,6e85172a-17b1-4e8b-bfeb-f80fa89478bb
527,Chris Webber,385a081e-69b9-4320-af78-f783a50e5e10
528,Andre Spencer,4d6ed8b5-ae5e-401b-b0ba-7fd86c638907
529,Josh Grant,4b5f014c-934e-473c-aba3-1be3e5907a74
530,Toni Kukoc,f5360117-1330-451d-9734-11b1c8d278ab
531,Corie Blount,9bdb8d47-1db7-4695-8984-ef6cd2f297f3
532,Pete Myers,73fd120d-d4cf-4bdf-8c6f-11fe642ff8eb
533,Scott Burrell,d59bee5e-7d0b-40f3-86e4-861692cd6840
534,Acie Earl,394756c7-1844-4280-8b6d-6b5ca28c4afd
535,Matt Wenstrom,a9557b08-65e8-4d8c-9f7f-f2eb83f55981
536,Bobby Hurley,4cbb60bc-f7c5-4e81-9976-7c1145531b21
537,Evers Burns,203023d0-e6c2-424b-84b8-c4d68813f352
538,Mike Peplowski,f83fe105-19e9-4bd4-9132-a690346996fc
539,Scott Haskin,cf5e7214-1f6e-46d9-b744-9560f111292b
540,Antonio Davis,0cc43dc1-98ea-4ea2-962d-1465fac7dc37
541,Luther Wright,812e1046-1f0b-422d-bbf4-4a135f9b21e3
542,Bryon Russell,8a599a92-32fa-48b8-88c5-40779bbca879
543,Sam Cassell,25693f41-b7e7-4c94-ae69-db2e7017f40b
544,Eric Riley,f7a5834b-16e9-4712-b6b0-8e46e3fa7c38
545,Richard Petruska,4e561e08-548e-43f2-ac89-2d7ddd04c8f6
546,Calbert Cheaney,6bc29daa-df77-4706-8801-5090651a68d4
547,Gheorghe Muresan,3ee5d639-771d-4d75-a7d6-6209852b4f2d
548,Mitchell Butler,10656c23-5d8d-45a5-bdb6-887f2b7b60de
549,Rodney Rogers,1bc81cc3-3df5-4058-bd4a-0ede68a069f5
550,Darnell Mee,694d5451-50a4-4576-b28d-145930e802cd
551,Ervin Johnson,76cbd006-580e-4262-9b4c-fad67aae888b
552,Lindsey Hunter,c6ad6e21-e204-4e63-a2c6-5a601bbbff48
553,Allan Houston,465e59ac-6809-4cb1-a46a-c54e1193b673
554,Isaiah Rider,6880c19d-624f-4231-ab15-8d291dd23d8e
555,Tellis Frank,5f86ed5d-2825-4785-b968-36dd31fd0da7
556,Brian Davis,db13f750-d46c-4f4b-adf8-3a7e9f37c1b7
557,Shawn Bradley,4fd85cd0-21f4-4af3-81f0-ef44ab854177
558,Greg Graham,c3b2cbb0-384f-4edc-8e6c-c3328cee5bae
559,Michael Curry,15678d32-697f-469b-af8f-170a457b7179
560,Vin Baker,1da96cf4-65ef-4467-a93a-08c14791d904
561,Jamal Mashburn,6f5071db-5846-4675-9437-9119f9e7f926
562,Jim Jackson,9c03bb87-7a3d-4f9a-9ad8-b455d8782fa4
563,Lucious Harris,33ac255e-e749-4e24-bb16-d02b1f8546db
564,Popeye Jones,6d14ada1-de54-4766-8dfd-306372cdc460
565,Darren Morningstar,c2c005da-9845-4d35-8edf-09aaac73e409
566,Eddie Jones,6b241fe1-c80c-41a2-92ea-b47e81c2a631
567,Anthony Miller,3c693ec5-53e0-4715-bde8-0d763bd4c87f
568,Trevor Ruffin,8b913984-1730-4d6d-851d-84ee60d65b37
569,Brooks Thompson,bd60a445-d9a9-4d07-9b39-703f8da78244
570,Geert Hammink,385a8401-1bf6-417b-a4bc-e32db1f981a1
571,Rodney Dent,6e0469c4-87b5-40cc-84cb-e9f9baefc480
572,Keith Tower,fa940c72-c3a6-43fc-8157-79b23b957a7f
573,Gary Alexander,ad4b26cf-d1ba-455b-bf2c-49e4844e1c87
574,Aaron McKie,492d581c-0609-457a-a650-fd0929e9efee
575,Monty Williams,65a2c9e3-9af8-473f-b202-4fa396851e17
576,Charlie Ward,75da2c59-d6f0-4526-ad3b-5b1478e167bb
577,Damon Bailey,616aa15a-7885-4908-bf61-215cfe1b00ee
578,Eric Montross,a3fd241a-84d9-4e8d-a160-eb8583baf6c6
579,Greg Minor,52f698c2-0ee7-4367-b169-e339f987b4ee
580,Tony Harris,a0f0fcf2-290e-434a-88c8-72c7bc1f82fd
581,Dontonio Wingfield,e6ae9722-ec31-47e4-8a3b-2375b26e12a4
582,Wesley Person,ef40a902-ea86-4002-b272-16951b470e54
583,Antonio Lang,23d9a5ad-feb0-41b1-ba94-e978785844d7
584,Aaron Swinson,b78b997f-842e-4d23-9980-c4320ceaf96b
585,Yinka Dare,3018e12f-78f8-4999-ae5c-505b81483a63
586,Chris Childs,5f5dbe60-7f2f-40ef-8a62-66c2483855c4
587,Ryan Lorthridge,c9c6c74e-4165-461d-bf10-0daabbb284d7
588,Julius Nwosu,a824b15f-279b-408f-a33d-3dea81c30649
589,Dickey Simpkins,6a1d0536-f4f7-40d2-b927-a2af58a927cf
590,Jo Jo English,fb94417d-5a35-4014-85bd-e61000280b5d
591,Kevin Rankin,fd15aa7d-4a67-4d89-b516-f672420642e3
592,Kenny Harris,83267a3c-74b8-445a-8c6d-c6d7ac648d05
593,Jalen Rose,d53d133e-836d-4a3a-9bc7-6a715ea850f7
594,Reggie Slater,fdac6505-e5bf-4922-97ed-39f41be117e6
595,Sergei Bazarevich,e68d42ad-3867-479d-9e96-5f83f41afae4
596,Fred Vinson,b8af7c2a-b14a-4807-8f61-225a7d437333
597,Tom Hovasse,d2f1f332-ad66-4496-9931-0241634127e6
598,Brian Grant,cb60c459-9cd0-48ce-a876-10795693f3d0
599,Henry Turner,faaee960-d44f-4f26-ba8f-a8f95981aae5
600,Khalid Reeves,27bb0058-a5eb-4ac6-a4ee-3f28bba6d4f5
601,Carlos Rogers,3f35dc45-b811-4446-a8eb-c0378cd49a14
602,Clifford Rozier,285ef70e-12fc-4a5e-a653-ba91c2d0af8d
603,Dwayne Morton,e10e73c8-ec77-4a01-9403-8a866887b5f1
604,Sharone Wright,1b962cc6-5cdf-43b5-a0d4-393b6cd66d0a
605,B.J. Tyler,5b321558-f09b-4225-b7bf-9466fb588c82
606,Derrick Alston Sr,0e84da28-4ca6-496f-820e-02f7f0bd567c
607,Darrin Hancock,3f17fcbd-a0e3-4b19-b8d3-665a83afe8b8
608,Jamie Watson,86c71c3f-9b08-4779-937d-9a97c4ab08fd
609,Jason Kidd,4f6cd300-77de-4617-918f-8ab84d906538
610,Tony Dumas,1a95a0f2-9720-4333-8367-b9796b298455
611,Lamond Murray,eb7beeac-98f0-46e7-ba3b-a86e7e9bd29d
612,Eric Piatkowski,f193b4fc-173e-4b82-a937-ad33f0be183a
613,Bo Outlaw,847a478d-8ace-4c5d-9963-9b38c35392bc
614,Bob Martin,7ed696be-8575-4cf4-8619-59458b7baee3
615,Harold Ellis,48a0452b-a508-4937-9c9b-8e1c6deb3c2e
616,Matt Fish,826b2257-1fc6-4bcf-81c6-bb3b51917199
617,Donyell Marshall,5380b666-aaf2-4ff7-b306-f6ac3465a886
618,Andres Guibert,697ce211-0f59-4569-ba94-3b33bc24307b
619,Howard Eisley,cc328bd8-3597-4002-94e5-503fffe934fe
620,Askia Jones,b7074659-c3f0-4bf4-88ff-6cd308661786
621,Melvin Robinson,15119afb-7d8f-4b52-bbb5-e1ac8d0c9265
622,Pat Durham,a67295ae-a283-406d-a773-338622a8e1b4
623,Zan Tabak,3331a2b2-2291-412d-9c38-38c9686038c2
624,Chris Jent,e34b669c-da2f-4dbd-9289-0509b5057fb3
625,Tim Breaux,0f16fde4-2122-4731-8d67-c6127476f78c
626,Larry Robinson,a7f8bb8d-1a54-4a27-bf64-a4acb3305bd1
627,Juwan Howard,186702f1-7e05-403b-a0c6-86d9fd01ddbd
628,Jim McIlvaine,f0e40ab6-d06b-464e-98d0-0de95f2e13d7
629,Anthony Tucker,2afe2301-ef95-4006-9701-d4d9e9472551
630,Grant Hill,a8ac1bce-5cbd-4e0b-b0f5-1c1d821ddb8d
631,Bill Curley,3941e77e-b54b-497b-9a09-035774fab5e3
632,Ivano Newbill,131dcdd3-3ed4-452d-a68a-1bf596754cb8
633,Glenn Robinson,f0396674-9f8c-448d-a707-0cf9940a29c9
634,Eric Mobley,917a4581-911b-42f0-93eb-e7f66880a5fc
635,Aaron Williams,f01bd8ac-7c4a-48e8-8480-b319dbe8bacd
636,Todd Mundt,c17cbc3b-9313-4e81-aa40-dc9728e71867
637,David Vaughn,929177f2-3a77-4bc0-a302-ede0a756d286
638,Darrell Armstrong,5aa77a64-ab4b-462e-9bff-6f7f798a9c9b
639,Michael Finley,73c724d7-8b98-491b-acc0-1fd6eeea2414
640,Mario Bennett,5099a426-20e3-4b33-b18c-b997b76dd015
641,Stefano Rusconi,ff7a5616-9e01-4602-9887-10652bf8b929
642,Chris Carr,d7925d9d-d53a-4a16-94a5-98af66819f26
643,John Coker,39372359-86d3-436a-be9d-c51d73065c1b
644,Reggie Jordan,95819d36-796b-48ec-a4a0-d60d4294c2b6
645,Frankie King,872a20a8-ff3f-413d-bb59-6e04d598078d
646,Kareem Townes,229121b0-f628-448f-a8c9-e93c88b1925a
647,Gerard King,fee20014-a543-4dfa-bc18-19cbe3470a43
648,Bob Sura,9ba0daa6-0d1b-4153-be48-1bd29ae14289
649,Donny Marshall,2894c35e-df3e-4732-9db6-22a9d61df8a2
650,John Amaechi,33fb43be-e9b7-43f0-a960-ee773fb19541
651,Cory Alexander,aec90717-ab44-4cfe-afb6-0feb8b6f9362
652,Dell Demps,a173f325-e27d-4948-8b7b-1d4f96702ea3
653,Sherell Ford,a83cc981-8199-40b2-9d87-755603a75391
654,Eric Snow,6c7a3fbe-8815-48f4-9fd5-dd9a2f341775
655,Eldridge Recasner,044d1735-6dff-4d03-9460-a0030708bf6b
656,Earl Cureton,c3a9340a-1afc-4075-bc8f-ff130868f529
657,Alvin Heggs,0aa5a5c8-1057-43d0-9314-865a50e20aeb
658,Jerry Stackhouse,cad4bcad-272d-4165-aa5f-cd084acdca21
659,Elmer Bennett,6c2a1436-d6b5-4cd1-9a89-0f6e4d26ca14
660,Antonio McDyess,7e12e271-e4f2-4ba2-ba1a-ed12410db263
661,Rastko Cvetkovic,72c413b2-2ee5-46a4-9d12-df0bc8ef5122
662,Corliss Williamson,54d2cdae-41c5-4f0a-82c6-1bb15dabbaf1
663,Tyus Edney,23333267-3907-4997-a223-7556f822c801
664,Clint McDaniel,cd3c0882-ed2d-4205-8f2e-8227cab71359
665,Theo Ratliff,b695b1a8-a19c-487c-976a-541c4df63547
666,Don Reid,f5bba885-691b-4e26-8d88-f052fb6e6fce
667,Lou Roe,d5cbb51d-7fa7-49a9-8971-d24c90ddbff2
668,Rodney Zimmerman,65275b75-fd1e-41ef-ab75-132db2b4435a
669,Arvydas Sabonis,156f499e-05c4-4f63-b5ea-ca7e35b0b520
670,Gary Trent,d2b81eb0-1c4e-4992-93a6-63c0f07d1d2a
671,Randolph Childress,31695982-73e0-4b63-87b4-c2bc3c564878
672,Travis Best,3ec1ea0a-2143-4dd4-a0d7-7341b59a4414
673,Fred Hoiberg,3bc3be86-6a2c-4e3b-ad47-db7ddc5ca82d
674,Kevin Salvadori,9a036020-594c-4dfb-b6e4-9ba70c2d136e
675,Mark Strickland,c8156ffb-168d-41d0-aa54-98c86e05da09
676,Jason Caffey,e71d6909-99db-44b2-bb7f-b911f4d418a0
677,George Zidek,91a68b07-92c7-40dc-bdc1-243d5c801c5e
678,Shawn Respert,d6c7f06a-390d-4644-8e6c-33241e175324
679,Joe Smith,f7dcee6c-783e-4e7c-b065-6f6e5f9adb69
680,Andrew DeClercq,450bfa8c-68a3-4f51-b6fa-afb80fe16e7a
681,Kevin Garnett,8c4661f3-343f-4842-be7c-8b91d0f7409f
682,Stanley Jackson,8a382f35-957f-4ad1-be69-7478640ba9c6
683,Marques Bragg,791054a9-dc51-4ce7-b31d-ed50daa8f391
684,Mark Davis,d91daa9b-aa2a-4627-a972-f848bb701bf8
685,Jerome Allen,880eb553-10cf-4acf-b308-bcc49cf075ff
686,Ed O'Bannon,e1c0ea98-7473-44fc-a6dc-0ada521699e4
687,Grady Livingston,697f3905-e515-4c0a-a9d2-26fb5ff9af36
688,Greg Ostertag,1ccd8985-6548-4f9f-adfe-180ecb388360
689,Alan Henderson,ab0a95b6-55c1-42f6-b633-6d32e64be983
690,Howard Nathan,05f2a94c-3487-440a-a405-aa4cccf98548
691,Donnie Boyce,cf3299d8-8b44-48a1-bd5b-14607475c7e6
692,Rasheed Wallace,59cc773b-c6d6-4242-ae3e-6795a5945ee2
693,Jeff Webster,13c62241-17a0-497f-b053-e5870839bc10
694,Sasha Danilovic,b1452d89-db90-4012-9751-df828b01428d
695,Kurt Thomas,d3b65687-9fb8-4089-bfc2-b5d624452cf4
696,Terrence Rencher,ce8454de-a17c-4324-9360-ce511cdcf96b
697,Shelton Jones,f58193e3-79cc-4f10-9300-2f691d30c5c0
698,Cherokee Parks,f81612de-c51f-4d12-a726-04408c7c9862
699,Loren Meyer,2a8ff5f6-6f68-4f37-a428-6356328e92e3
700,Brent Barry,b6e16b6a-99e8-47d8-a974-c877ee4e79fb
701,Logan Vander Velden,45d3c381-82b7-4aed-bd9a-ce258284dca5
702,Constantin Popa,67beb640-d16d-4eac-886d-f55fb869f0b0
703,Eric Williams,20616e0d-ed38-4118-9459-4bd2d79e8bad
704,Junior Burrough,b6ce2667-27db-40fc-a25f-c1bf620ba8f0
705,Larry Sykes,d72693e4-4d1c-4734-a243-66164b4c11e8
706,Charles Claxton,b6a0dbab-bc2c-4f7f-834a-2dfa021d0d13
707,Bryant Reeves,c705598a-42b1-45e8-a3a0-1a0ae17f9818
708,Darrick Martin,a0fe6821-7faa-4759-87f2-cb9b7e02bbfd
709,Lawrence Moten,e2323a2f-0bbf-4df3-837a-52283a60cc62
710,Rich Manning,5174456e-421b-44f4-8575-c9952ae33ae2
711,Ashraf Amaya,915d2fea-4f3b-40cc-a33b-263e61582408
712,Chris King,c48b0298-8834-4f1f-9e30-a2ea19995d14
713,Derrick Phelps,0c5702ef-ace8-4057-a86c-be981428b55f
714,Nate Higgs,e25665ca-873f-4c32-89cb-931f57f83391
715,Damon Stoudamire,65af4a1d-57ae-4291-8d73-4181ad67d20a
716,Vincenzo Esposito,d65a44a2-b86c-443b-92ba-eeefcb9ddce4
717,Jimmy King,e3d61bbf-55b1-4931-bea3-90d970129b7e
718,Martin Lewis,bb40e408-9bcf-41f7-a57c-32e4e110e685
719,Brian Evans,2c5a70c3-e8f4-4bfb-ac80-b0f04e09d744
720,Amal McCaskill,9eec300e-ee56-4e11-bb9b-a90f0ff6d825
721,Erick Dampier,c31ab4d8-7d51-4157-a534-1648d05c4c27
722,Brent Scott,3839f870-9035-45fe-b120-3da334bdf85f
723,Steve Nash,34456aa0-a158-4716-8239-0dafe5d7b920
724,Ben Davis,c0d9a90e-a188-4d8a-a308-9fee03fa2385
725,Ben Wallace,59af6d1d-a322-41e8-9b64-220eecc0185a
726,Todd Fuller,7ce50ebd-479d-42d4-903e-413be35436ac
727,Marcus Mann,45285eeb-ac94-4a65-b74e-f203feeb8172
728,Ray Owes,e076957e-6e17-42df-bf5c-9e5a8e476ab5
729,Gaylon Nickerson,3d9b614d-d8c0-4338-8aa2-9a9488c53403
730,Kobe Bryant,825ab381-2ad5-4685-98b9-93b318bd37da
731,Derek Fisher,c076eff2-f72f-4639-bc10-6332183d5f2a
732,Travis Knight,af900de8-6a71-4d28-950e-8200e70f9df8
733,Devin Gray,1d5cbab1-c8f8-4165-8679-fbbeb87d0e18
734,Jerome Williams,9e20ebe5-a960-45c0-a5ae-73a104949c99
735,Matt Maloney,2184f062-893e-4edf-813e-b8a8701cb6de
736,Othella Harrington,fa4ed7b4-2252-41a5-886f-ad9534232d0f
737,Emanual Davis,b6e4fde2-5a0b-4675-a5dd-9e199529572b
738,Randy Livingston,95473557-84a2-4ac0-be34-e2379cd3dd20
739,Samaki Walker,93cc1073-df1a-426d-8ce2-bb73cbfa7fbc
740,Erick Strickland,8c5c5bae-d67b-4946-899c-9daa3a781307
741,John Wallace,64027954-5885-4201-9d62-04870e73d885
742,Walter McCarty,cbe1368f-05ef-4fbf-be29-20e32b25c665
743,Dontae' Jones,bc86a897-fb16-47d3-86af-070ad6d27e99
744,Antoine Walker,fa43675b-7e49-4349-8ecc-6074694cb6d6
745,Brett Szabo,75ca6e6a-2220-40a7-bf88-49a9ac814294
746,Steve Hamer,1cd95a72-702e-4cba-b85d-7484ad459546
747,Priest Lauderdale,87a44eff-474e-4c2b-ba71-d55afb87ef1f
748,Kerry Kittles,25caec9e-0456-493f-8dce-c47ad86faa44
749,Shandon Anderson,40966e4d-7253-436a-a7f9-3fb958f92711
750,Jermaine O'Neal,45cea8b4-0319-4aac-9f62-1dc0f13900e9
751,Marcus Brown,5b282f1e-ce11-4548-9cdf-9cfe84bb490d
752,Ray Allen,d0df9ea6-dc69-4d3d-9311-41a1fdebad9c
